,제휴사,대분류코드,중분류코드,소분류코드,중분류명,소분류명,분류,고급/일반,내구/준내구/비내구,편의/선매/전문
3315,C,17,1701,C170151,주방용품,지퍼백/비닐백,주방용품,고급,준내구,선매
3316,C,17,1701,C170152,주방용품,비닐장갑,주방용품,고급,준내구,선매
3317,C,17,1701,C170153,주방용품,싱크대/배수구용품,주방용품,고급,준내구,선매
3318,C,17,1701,C170154,주방용품,장바구니,주방용품,고급,준내구,선매
3319,C,17,1701,C170155,주방용품,핸드카트,주방용품,고급,준내구,선매
3320,C,17,1701,C170156,주방용품,교자상/다용도상,주방용품,고급,준내구,선매
3321,C,17,1701,C170157,주방용품,테이블데코,주방용품,고급,준내구,선매
3322,C,17,1701,C170158,주방용품,기타주방정리용품/소모품,주방용품,고급,준내구,선매
3323,C,17,1701,C170159,주방용품,종이컵,주방용품,고급,준내구,선매
3324,C,17,1701,C170160,주방용품,일회용용기,주방용품,고급,준내구,선매
3325,C,17,1701,C170161,주방용품,일회용젓가락/숟가락,주방용품,고급,준내구,선매
3326,C,17,1701,C170162,주방용품,기타주방일회용품,주방용품,고급,준내구,선매
3327,A,9,902,A090201,문구/팬시,서적,문구/팬시,일반,준내구,편의
3328,A,9,902,A090202,문구/팬시,필기류,문구/팬시,일반,준내구,편의
3329,B,22,2205,B220501,보수용품,가정보수용품,문구/팬시,일반,준내구,편의
3330,B,22,2205,B220502,보수용품,전기보수용품,문구/팬시,일반,준내구,편의
3331,B,22,2205,B220503,보수용품,공구,문구/팬시,일반,준내구,편의
3332,B,22,2206,B220601,건전지,건전지,문구/팬시,일반,준내구,편의
3333,B,24,2401,B240101,예능학용품,미술용품,문구/팬시,일반,준내구,편의
3334,B,24,2401,B240102,예능학용품,서예용품,문구/팬시,일반,준내구,편의
3335,B,24,2401,B240103,예능학용품,악기류,문구/팬시,일반,준내구,편의
3336,B,24,2401,B240104,예능학용품,교육보조재,문구/팬시,일반,준내구,편의
3337,B,24,2401,B240105,예능학용품,가방,문구/팬시,일반,준내구,편의
3338,B,24,2401,B240106,예능학용품,문구선물세트,문구/팬시,일반,준내구,편의
3339,B,24,2402,B240201,노트/지류,초등노트,문구/팬시,일반,준내구,편의
3340,B,24,2402,B240202,노트/지류,일반노트,문구/팬시,일반,준내구,편의
3341,B,24,2402,B240203,노트/지류,수첩메모,문구/팬시,일반,준내구,편의
3342,B,24,2402,B240204,노트/지류,서식지,문구/팬시,일반,준내구,편의
3343,B,24,2402,B240205,노트/지류,사무용지,문구/팬시,일반,준내구,편의
3344,B,24,2403,B240301,필기도구,연필,문구/팬시,일반,준내구,편의
3345,B,24,2403,B240302,필기도구,펜,문구/팬시,일반,준내구,편의
3346,B,24,2403,B240303,필기도구,필통/파우치,문구/팬시,일반,준내구,편의
3347,B,24,2403,B240304,필기도구,연필깎이,문구/팬시,일반,준내구,편의
3348,B,24,2403,B240305,필기도구,샤프,문구/팬시,일반,준내구,편의
3349,B,24,2403,B240306,필기도구,수정용품,문구/팬시,일반,준내구,편의
3350,B,24,2404,B240401,오피스용품,접착용품,문구/팬시,일반,준내구,편의
3351,B,24,2404,B240402,오피스용품,게시용품,문구/팬시,일반,준내구,편의
3352,B,24,2404,B240403,오피스용품,데스크정리용품,문구/팬시,일반,준내구,편의
3353,B,24,2404,B240404,오피스용품,OA용품,문구/팬시,일반,준내구,편의
3354,B,24,2404,B240405,오피스용품,서식지,문구/팬시,일반,준내구,편의
3355,B,24,2404,B240406,오피스용품,사무용지,문구/팬시,일반,준내구,편의
3356,B,24,2404,B240407,오피스용품,오피스스티커,문구/팬시,일반,준내구,편의
3357,B,24,2404,B240408,오피스용품,온라인오피스용품,문구/팬시,일반,준내구,편의
3358,B,24,2404,B240409,오피스용품,파일/바인더,문구/팬시,일반,준내구,편의
3359,B,24,2404,B240410,오피스용품,앨범,문구/팬시,일반,준내구,편의
3360,B,24,2404,B240411,오피스용품,클리어화일,문구/팬시,일반,준내구,편의
3361,B,24,2404,B240412,오피스용품,기타화일,문구/팬시,일반,준내구,편의
3362,B,24,2405,B240501,파티/팬시/시즌,파티용품,문구/팬시,일반,준내구,편의
3363,B,24,2405,B240502,파티/팬시/시즌,포장용품,문구/팬시,일반,준내구,편의
3364,B,24,2405,B240503,파티/팬시/시즌,팬시용품,문구/팬시,일반,준내구,편의
3365,B,24,2405,B240504,파티/팬시/시즌,향초,문구/팬시,일반,준내구,편의
3366,B,24,2405,B240505,파티/팬시/시즌,편지/카드,문구/팬시,일반,준내구,편의
3367,B,24,2405,B240506,파티/팬시/시즌,크리스마스용품,문구/팬시,일반,준내구,편의
3368,B,24,2405,B240507,파티/팬시/시즌,기타시즌행사,문구/팬시,일반,준내구,편의
3369,B,24,2406,B240601,미술용품,공예용품,문구/팬시,일반,준내구,편의
3370,B,24,2406,B240602,미술용품,물감류,문구/팬시,일반,준내구,편의
3371,B,24,2406,B240603,미술용품,색연필/파스텔,문구/팬시,일반,준내구,편의
3372,B,24,2406,B240604,미술용품,서예용품,문구/팬시,일반,준내구,편의
3373,B,24,2406,B240605,미술용품,스케치북/종합장,문구/팬시,일반,준내구,편의
3374,B,24,2406,B240606,미술용품,싸인펜,문구/팬시,일반,준내구,편의
3375,B,24,2406,B240607,미술용품,채색도구,문구/팬시,일반,준내구,편의
3376,B,24,2406,B240608,미술용품,크레파스,문구/팬시,일반,준내구,편의
3377,B,24,2407,B240701,교육보조재,교구류,문구/팬시,일반,준내구,편의
3378,B,24,2407,B240702,교육보조재,만들기용품,문구/팬시,일반,준내구,편의
3379,B,24,2407,B240703,교육보조재,온라인교육보조재,문구/팬시,일반,준내구,편의
3380,B,24,2407,B240704,교육보조재,피아노,문구/팬시,일반,준내구,편의
3381,B,24,2407,B240705,교육보조재,학습악기류,문구/팬시,일반,준내구,편의
3382,B,24,2408,B240801,파티/팬시,파우치/가방,문구/팬시,일반,준내구,편의
3383,B,24,2408,B240802,파티/팬시,파티용품,문구/팬시,일반,준내구,편의
3384,B,24,2408,B240803,파티/팬시,패션스티커,문구/팬시,일반,준내구,편의
3385,B,24,2408,B240804,파티/팬시,팬시스티커,문구/팬시,일반,준내구,편의
3386,B,24,2408,B240805,파티/팬시,팬시용품,문구/팬시,일반,준내구,편의
3387,B,24,2408,B240806,파티/팬시,편지/카드,문구/팬시,일반,준내구,편의
3388,B,24,2408,B240807,파티/팬시,포장용품,문구/팬시,일반,준내구,편의
3389,B,24,2409,B240901,노트,수첩메모,문구/팬시,일반,준내구,편의
3390,B,24,2409,B240902,노트,일반노트,문구/팬시,일반,준내구,편의
3391,B,24,2409,B240903,노트,초등노트,문구/팬시,일반,준내구,편의
3392,B,24,2410,B241001,시즌행사,계절시즌행사,문구/팬시,일반,준내구,편의
3393,B,24,2410,B241002,시즌행사,기타시즌행사,문구/팬시,일반,준내구,편의
3394,B,24,2410,B241003,시즌행사,크리스마스용품,문구/팬시,일반,준내구,편의
3395,B,51,5104,B510401,시즌행사,브랜드직매입,문구/팬시,일반,준내구,편의
3396,B,51,5104,B510402,시즌행사,미입점행사,문구/팬시,일반,준내구,편의
3397,B,63,6305,B630501,시즌행사,강정행사,문구/팬시,일반,준내구,편의
3398,B,63,6305,B630502,시즌행사,한과행사,문구/팬시,일반,준내구,편의
3399,B,87,8705,B870501,보수용품,가정보수용품,문구/팬시,일반,준내구,편의
3400,B,87,8705,B870502,보수용품,에너지절약용품,문구/팬시,일반,준내구,편의
3401,B,87,8705,B870503,보수용품,접착제,문구/팬시,일반,준내구,편의
3402,B,87,8705,B870504,보수용품,페인트,문구/팬시,일반,준내구,편의
3403,B,87,8705,B870505,보수용품,포장/이사용품,문구/팬시,일반,준내구,편의
3404,B,87,8707,B870701,건전지,건전지,문구/팬시,일반,준내구,편의
3405,B,87,8707,B870702,건전지,충전지,문구/팬시,일반,준내구,편의
3406,B,87,8707,B870703,건전지,특수전지,문구/팬시,일반,준내구,편의
3407,D,6,604,D060401,파티/팬시용품,기타파티/팬시용품,문구/팬시,일반,준내구,편의
3408,A,9,903,A090301,생활잡화,생화,생활잡화,고급,준내구,편의
3409,A,9,903,A090302,생활잡화,이미용,생활잡화,고급,준내구,편의
3410,A,9,903,A090303,생활잡화,캔들디퓨져,생활잡화,고급,준내구,편의
3411,A,9,903,A090304,생활잡화,타월,생활잡화,고급,준내구,편의
3412,A,9,903,A090305,생활잡화,욕실용품,생활잡화,고급,준내구,편의
3413,A,9,903,A090306,생활잡화,매트,생활잡화,고급,준내구,편의
3414,A,9,903,A090307,생활잡화,장식소품,생활잡화,고급,준내구,편의
3415,A,9,903,A090308,생활잡화,토탈데코,생활잡화,고급,준내구,편의
3416,A,9,903,A090309,생활잡화,그림,생활잡화,고급,준내구,편의
3417,A,9,903,A090310,생활잡화,단기행사,생활잡화,고급,준내구,편의
3418,A,9,903,A090311,생활잡화,소품가구,생활잡화,고급,준내구,편의
3419,A,9,903,A090312,생활잡화,기능성침대,생활잡화,고급,준내구,편의
3420,B,17,1701,B170101,세탁세제,분말세제,생활잡화,고급,준내구,편의
3421,B,17,1701,B170102,세탁세제,세탁비누,생활잡화,고급,준내구,편의
3422,B,17,1701,B170103,세탁세제,액체세제,생활잡화,고급,준내구,편의
3423,B,17,1701,B170104,세탁세제,세탁보조제,생활잡화,고급,준내구,편의
3424,B,17,1701,B170105,세탁세제,섬유유연제,생활잡화,고급,준내구,편의
3425,B,17,1701,B170106,세탁세제,표백제,생활잡화,고급,준내구,편의
3426,B,17,1701,B170107,세탁세제,온라인 세탁세제,생활잡화,고급,준내구,편의
3427,B,17,1704,B170401,섬유유연제,일반섬유유연제,생활잡화,고급,준내구,편의
3428,B,17,1704,B170402,섬유유연제,고농축섬유유연제,생활잡화,고급,준내구,편의
3429,B,17,1704,B170403,섬유유연제,온라인섬유유연제,생활잡화,고급,준내구,편의
3430,B,17,1705,B170501,표백제,일반표백제,생활잡화,고급,준내구,편의
3431,B,17,1705,B170502,표백제,고농축표백제,생활잡화,고급,준내구,편의
3432,B,17,1706,B170601,살충제,파리모기살충제,생활잡화,고급,준내구,편의
3433,B,17,1706,B170602,살충제,바퀴개미살충제,생활잡화,고급,준내구,편의
3434,B,17,1706,B170603,살충제,방충제,생활잡화,고급,준내구,편의
3435,B,17,1707,B170701,탈취제,탈취제,생활잡화,고급,준내구,편의
3436,B,17,1708,B170801,제습제,제습제,생활잡화,고급,준내구,편의
3437,B,18,1804,B180401,유아세제,젖병세정제,생활잡화,고급,준내구,편의
3438,B,18,1804,B180402,유아세제,유아세탁세제,생활잡화,고급,준내구,편의
3439,B,18,1804,B180403,유아세제,온라인 유아세제,생활잡화,고급,준내구,편의
3440,B,18,1805,B180501,유아위생용품,유아기저귀,생활잡화,고급,준내구,편의
3441,B,18,1805,B180502,유아위생용품,온라인유아기저귀,생활잡화,고급,준내구,편의
3442,B,18,1805,B180503,유아위생용품,유아세제,생활잡화,고급,준내구,편의
3443,B,18,1805,B180504,유아위생용품,수유용품,생활잡화,고급,준내구,편의
3444,B,18,1805,B180505,유아위생용품,온라인수유용품,생활잡화,고급,준내구,편의
3445,B,18,1805,B180506,유아위생용품,유아용품,생활잡화,고급,준내구,편의
3446,B,18,1806,B180601,시니어위생용품,시니어용품,생활잡화,고급,준내구,편의
3447,B,18,1806,B180602,시니어위생용품,환자용위생용품,생활잡화,고급,준내구,편의
3448,B,18,1806,B180603,시니어위생용품,요실금용위생용품,생활잡화,고급,준내구,편의
3449,B,18,1807,B180701,여성위생용품,부직포생리대,생활잡화,고급,준내구,편의
3450,B,18,1807,B180702,여성위생용품,매쉬형생리대,생활잡화,고급,준내구,편의
3451,B,18,1807,B180703,여성위생용품,순면생리대,생활잡화,고급,준내구,편의
3452,B,18,1807,B180704,여성위생용품,오버나이트,생활잡화,고급,준내구,편의
3453,B,18,1807,B180705,여성위생용품,일반생리대,생활잡화,고급,준내구,편의
3454,B,18,1807,B180706,여성위생용품,탐폰형생리대,생활잡화,고급,준내구,편의
3455,B,18,1807,B180707,여성위생용품,팬티라이너,생활잡화,고급,준내구,편의
3456,B,18,1807,B180708,여성위생용품,온라인여성위생용품,생활잡화,고급,준내구,편의
3457,B,19,1901,B190101,구강용품,치약,생활잡화,고급,준내구,편의
3458,B,19,1901,B190102,구강용품,칫솔,생활잡화,고급,준내구,편의
3459,B,19,1901,B190103,구강용품,구강청결제,생활잡화,고급,준내구,편의
3460,B,19,1901,B190104,구강용품,전동칫솔,생활잡화,고급,준내구,편의
3461,B,19,1901,B190105,구강용품,치간칫솔,생활잡화,고급,준내구,편의
3462,B,19,1901,B190106,구강용품,여행용품,생활잡화,고급,준내구,편의
3463,B,19,1901,B190107,구강용품,온라인 구강용품,생활잡화,고급,준내구,편의
3464,B,19,1904,B190401,바디용품,미용비누,생활잡화,고급,준내구,편의
3465,B,19,1904,B190402,바디용품,바디클린져,생활잡화,고급,준내구,편의
3466,B,19,1904,B190403,바디용품,훼이셜클린져,생활잡화,고급,준내구,편의
3467,B,19,1904,B190404,바디용품,핸드워시,생활잡화,고급,준내구,편의
3468,B,19,1906,B190601,개인위생용품,의약외품,생활잡화,고급,준내구,편의
3469,B,19,1906,B190602,개인위생용품,건강용품,생활잡화,고급,준내구,편의
3470,B,20,2005,B200501,야외용품,도시락/찬합,생활잡화,고급,준내구,편의
3471,B,20,2005,B200502,야외용품,일회용품,생활잡화,고급,준내구,편의
3472,B,20,2005,B200503,야외용품,나들이용품,생활잡화,고급,준내구,편의
3473,B,20,2007,B200701,야외/시즌용품,겨울시즌용품,생활잡화,고급,준내구,편의
3474,B,20,2007,B200702,야외/시즌용품,캠핑키친용품,생활잡화,고급,준내구,편의
3475,B,20,2007,B200703,야외/시즌용품,일회용품,생활잡화,고급,준내구,편의
3476,B,20,2007,B200704,야외/시즌용품,여름시즌용품,생활잡화,고급,준내구,편의
3477,B,20,2007,B200705,야외/시즌용품,온라인야외/시즌용품,생활잡화,고급,준내구,편의
3478,B,21,2101,B210101,청소용품,휴지통,생활잡화,고급,준내구,편의
3479,B,21,2101,B210102,청소용품,빗자루/쓰레받이,생활잡화,고급,준내구,편의
3480,B,21,2101,B210103,청소용품,밀대/걸레,생활잡화,고급,준내구,편의
3481,B,21,2101,B210104,청소용품,청소용솔,생활잡화,고급,준내구,편의
3482,B,21,2101,B210105,청소용품,청소보조용품,생활잡화,고급,준내구,편의
3483,B,21,2101,B210106,청소용품,구두용품,생활잡화,고급,준내구,편의
3484,B,21,2101,B210107,청소용품,종량제봉투,생활잡화,고급,준내구,편의
3485,B,21,2102,B210201,세탁용품,세탁건조용품,생활잡화,고급,준내구,편의
3486,B,21,2102,B210202,세탁용품,다림용품,생활잡화,고급,준내구,편의
3487,B,21,2102,B210203,세탁용품,세탁보조용품,생활잡화,고급,준내구,편의
3488,B,21,2102,B210204,세탁용품,다리미판,생활잡화,고급,준내구,편의
3489,B,21,2102,B210205,세탁용품,분무기,생활잡화,고급,준내구,편의
3490,B,21,2102,B210206,세탁용품,세탁건조대,생활잡화,고급,준내구,편의
3491,B,21,2102,B210207,세탁용품,옷걸이,생활잡화,고급,준내구,편의
3492,B,21,2103,B210301,수납용품,의류수납용품,생활잡화,고급,준내구,편의
3493,B,21,2103,B210302,수납용품,다용도수납함,생활잡화,고급,준내구,편의
3494,B,21,2103,B210303,수납용품,리빙박스,생활잡화,고급,준내구,편의
3495,B,21,2103,B210304,수납용품,바스켓,생활잡화,고급,준내구,편의
3496,B,21,2103,B210305,수납용품,서랍장,생활잡화,고급,준내구,편의
3497,B,21,2103,B210306,수납용품,수납소품,생활잡화,고급,준내구,편의
3498,B,21,2103,B210307,수납용품,신발수납용품,생활잡화,고급,준내구,편의
3499,B,21,2103,B210308,수납용품,종이/패브릭수납함,생활잡화,고급,준내구,편의
3500,B,21,2103,B210309,수납용품,카트/장바구니,생활잡화,고급,준내구,편의
3501,B,21,2103,B210310,수납용품,쇼핑용품,생활잡화,고급,준내구,편의
3502,B,21,2104,B210401,욕실용품,타월,생활잡화,고급,준내구,편의
3503,B,21,2104,B210402,욕실용품,매트,생활잡화,고급,준내구,편의
3504,B,21,2104,B210403,욕실용품,욕실소품,생활잡화,고급,준내구,편의
3505,B,21,2104,B210404,욕실용품,수도용품,생활잡화,고급,준내구,편의
3506,B,21,2104,B210405,욕실용품,거실화,생활잡화,고급,준내구,편의
3507,B,21,2104,B210406,욕실용품,발판,생활잡화,고급,준내구,편의
3508,B,21,2104,B210407,욕실용품,욕실 수납용품,생활잡화,고급,준내구,편의
3509,B,21,2104,B210408,욕실용품,변기커버,생활잡화,고급,준내구,편의
3510,B,21,2104,B210409,욕실용품,욕실화,생활잡화,고급,준내구,편의
3511,B,21,2105,B210501,휴지통,휴지통,생활잡화,고급,준내구,편의
3512,B,21,2106,B210601,밀대/걸레,걸레/청소포,생활잡화,고급,준내구,편의
3513,B,21,2106,B210602,밀대/걸레,밀대청소기,생활잡화,고급,준내구,편의
3514,B,21,2106,B210603,밀대/걸레,빗자루/쓰레받이,생활잡화,고급,준내구,편의
3515,B,21,2107,B210701,청소편의도구,무세제크리너,생활잡화,고급,준내구,편의
3516,B,21,2107,B210702,청소편의도구,청소용솔,생활잡화,고급,준내구,편의
3517,B,21,2107,B210703,청소편의도구,청소편의용품,생활잡화,고급,준내구,편의
3518,B,21,2107,B210704,청소편의도구,테이프크리너,생활잡화,고급,준내구,편의
3519,B,21,2108,B210801,종량제봉투,음식물봉투,생활잡화,고급,준내구,편의
3520,B,21,2108,B210802,종량제봉투,재사용봉투,생활잡화,고급,준내구,편의
3521,B,21,2108,B210803,종량제봉투,종량제봉투,생활잡화,고급,준내구,편의
3522,B,23,2302,B230201,수예소품,기능성충전재,생활잡화,고급,준내구,편의
3523,B,23,2302,B230202,수예소품,소품베개,생활잡화,고급,준내구,편의
3524,B,23,2302,B230203,수예소품,솜,생활잡화,고급,준내구,편의
3525,B,23,2302,B230204,수예소품,수납수예,생활잡화,고급,준내구,편의
3526,B,23,2302,B230205,수예소품,수예커버,생활잡화,고급,준내구,편의
3527,B,23,2302,B230206,수예소품,앞치마/장갑,생활잡화,고급,준내구,편의
3528,B,23,2302,B230207,수예소품,우모충전재,생활잡화,고급,준내구,편의
3529,B,23,2302,B230208,수예소품,쿠션,생활잡화,고급,준내구,편의
3530,B,23,2302,B230209,수예소품,방석,생활잡화,고급,준내구,편의
3531,B,23,2302,B230210,수예소품,덮개류,생활잡화,고급,준내구,편의
3532,B,23,2302,B230211,수예소품,균일가 소품,생활잡화,고급,준내구,편의
3533,B,23,2302,B230212,수예소품,온라인 수예소품,생활잡화,고급,준내구,편의
3534,B,23,2304,B230401,수예시즌,담요,생활잡화,고급,준내구,편의
3535,B,23,2304,B230402,수예시즌,시즌침구,생활잡화,고급,준내구,편의
3536,B,23,2304,B230403,수예시즌,온라인수예시즌,생활잡화,고급,준내구,편의
3537,B,23,2304,B230404,수예시즌,이벤트수예,생활잡화,고급,준내구,편의
3538,B,23,2304,B230405,수예시즌,카페트,생활잡화,고급,준내구,편의
3539,B,23,2304,B230406,수예시즌,여름자리,생활잡화,고급,준내구,편의
3540,B,23,2304,B230407,수예시즌,모기장,생활잡화,고급,준내구,편의
3541,B,23,2304,B230408,수예시즌,황토침구,생활잡화,고급,준내구,편의
3542,B,27,2702,B270201,원예용품,원예소품,생활잡화,고급,준내구,편의
3543,B,27,2702,B270202,원예용품,생화,생활잡화,고급,준내구,편의
3544,B,27,2702,B270203,원예용품,조화,생활잡화,고급,준내구,편의
3545,B,27,2702,B270204,원예용품,가드닝세트,생활잡화,고급,준내구,편의
3546,B,27,2702,B270205,원예용품,배양토/영양제,생활잡화,고급,준내구,편의
3547,B,27,2702,B270206,원예용품,살수용품,생활잡화,고급,준내구,편의
3548,B,27,2702,B270207,원예용품,시즌원예,생활잡화,고급,준내구,편의
3549,B,27,2702,B270208,원예용품,원예공구,생활잡화,고급,준내구,편의
3550,B,27,2702,B270209,원예용품,조화/숯,생활잡화,고급,준내구,편의
3551,B,27,2702,B270210,원예용품,화분,생활잡화,고급,준내구,편의
3552,B,27,2702,B270211,원예용품,화분받침,생활잡화,고급,준내구,편의
3553,B,27,2703,B270301,애견용품,애견간식,생활잡화,고급,준내구,편의
3554,B,27,2703,B270302,애견용품,애견건식사료,생활잡화,고급,준내구,편의
3555,B,27,2703,B270303,애견용품,빗/이발기,생활잡화,고급,준내구,편의
3556,B,27,2703,B270304,애견용품,샴푸/탈취제,생활잡화,고급,준내구,편의
3557,B,27,2703,B270305,애견용품,스마트펫케어,생활잡화,고급,준내구,편의
3558,B,27,2703,B270306,애견용품,애견습식사료,생활잡화,고급,준내구,편의
3559,B,27,2703,B270307,애견용품,식기/물병,생활잡화,고급,준내구,편의
3560,B,27,2703,B270308,애견용품,애견잡화,생활잡화,고급,준내구,편의
3561,B,27,2703,B270309,애견용품,의류/줄,생활잡화,고급,준내구,편의
3562,B,27,2703,B270310,애견용품,이동장,생활잡화,고급,준내구,편의
3563,B,27,2703,B270311,애견용품,장난감,생활잡화,고급,준내구,편의
3564,B,27,2703,B270312,애견용품,패드,생활잡화,고급,준내구,편의
3565,B,27,2703,B270313,애견용품,하우스/방석,생활잡화,고급,준내구,편의
3566,B,27,2703,B270314,애견용품,애견식품,생활잡화,고급,준내구,편의
3567,B,27,2703,B270315,애견용품,애견비식품,생활잡화,고급,준내구,편의
3568,B,27,2703,B270316,애견용품,온라인 애견용품,생활잡화,고급,준내구,편의
3569,B,27,2704,B270401,덴탈케어,덴탈비식품,생활잡화,고급,준내구,편의
3570,B,27,2704,B270402,덴탈케어,덴탈식품,생활잡화,고급,준내구,편의
3571,B,27,2705,B270501,고양이용품,고양이간식,생활잡화,고급,준내구,편의
3572,B,27,2705,B270502,고양이용품,고양이건식사료,생활잡화,고급,준내구,편의
3573,B,27,2705,B270503,고양이용품,고양이잡화,생활잡화,고급,준내구,편의
3574,B,27,2705,B270504,고양이용품,배변용품,생활잡화,고급,준내구,편의
3575,B,27,2705,B270505,고양이용품,고양이습식사료,생활잡화,고급,준내구,편의
3576,B,27,2705,B270506,고양이용품,캣타워/장난감,생활잡화,고급,준내구,편의
3577,B,27,2707,B270701,수족관용품,곤충,생활잡화,고급,준내구,편의
3578,B,27,2707,B270702,수족관용품,곤충용품,생활잡화,고급,준내구,편의
3579,B,27,2707,B270703,수족관용품,관상어,생활잡화,고급,준내구,편의
3580,B,27,2707,B270704,수족관용품,관상어용품,생활잡화,고급,준내구,편의
3581,B,27,2707,B270705,수족관용품,관상조,생활잡화,고급,준내구,편의
3582,B,27,2707,B270706,수족관용품,관상조용품,생활잡화,고급,준내구,편의
3583,B,27,2707,B270707,수족관용품,소동물,생활잡화,고급,준내구,편의
3584,B,27,2707,B270708,수족관용품,소동물용품,생활잡화,고급,준내구,편의
3585,B,27,2707,B270709,수족관용품,어항세트,생활잡화,고급,준내구,편의
3586,B,28,2811,B281101,휴대폰용품,거치대,생활잡화,고급,준내구,편의
3587,B,28,2811,B281102,휴대폰용품,기타케이블,생활잡화,고급,준내구,편의
3588,B,28,2811,B281103,휴대폰용품,온라인휴대폰용품,생활잡화,고급,준내구,편의
3589,B,28,2811,B281104,휴대폰용품,충전기,생활잡화,고급,준내구,편의
3590,B,28,2811,B281105,휴대폰용품,핸즈프리용품,생활잡화,고급,준내구,편의
3591,B,28,2811,B281106,휴대폰용품,휴대폰기타용품,생활잡화,고급,준내구,편의
3592,B,28,2812,B281201,장착용품,소형가전,생활잡화,고급,준내구,편의
3593,B,28,2812,B281202,장착용품,온라인장착용품,생활잡화,고급,준내구,편의
3594,B,28,2812,B281203,장착용품,외부액세서리,생활잡화,고급,준내구,편의
3595,B,28,2812,B281204,장착용품,타이어,생활잡화,고급,준내구,편의
3596,B,28,2812,B281205,장착용품,오토바이ACC,생활잡화,고급,준내구,편의
3597,B,45,4519,B451901,여행용품,여행용품,생활잡화,고급,준내구,편의
3598,B,66,6602,B660201,개인위생용품,의약외품,생활잡화,고급,준내구,편의
3599,B,69,6905,B690501,슈즈용품,슈케어용품,생활잡화,고급,준내구,편의
3600,B,69,6905,B690502,슈즈용품,풋케어용품,생활잡화,고급,준내구,편의
3601,B,70,7003,B700301,TRAVEL,여행가방,생활잡화,고급,준내구,편의
3602,B,70,7003,B700302,TRAVEL,여행용품,생활잡화,고급,준내구,편의
3603,B,70,7006,B700601,시즌잡화,스카프,생활잡화,고급,준내구,편의
3604,B,70,7006,B700602,시즌잡화,머플러,생활잡화,고급,준내구,편의
3605,B,70,7006,B700603,시즌잡화,워머,생활잡화,고급,준내구,편의
3606,B,70,7006,B700604,시즌잡화,시즌소품,생활잡화,고급,준내구,편의
3607,B,86,8601,B860101,패브릭욕실용품,거실화,생활잡화,고급,준내구,편의
3608,B,86,8601,B860102,패브릭욕실용품,타월,생활잡화,고급,준내구,편의
3609,B,86,8601,B860103,패브릭욕실용품,패브릭욕실매트,생활잡화,고급,준내구,편의
3610,B,86,8602,B860201,매트,다용도매트,생활잡화,고급,준내구,편의
3611,B,86,8602,B860202,매트,베란다/놀이방매트,생활잡화,고급,준내구,편의
3612,B,86,8602,B860203,매트,싱크매트,생활잡화,고급,준내구,편의
3613,B,86,8603,B860301,프리미엄매트,프리미엄다용도매트,생활잡화,고급,준내구,편의
3614,B,86,8603,B860302,프리미엄매트,프리미엄싱크매트,생활잡화,고급,준내구,편의
3615,B,86,8604,B860401,일반욕실용품,발판,생활잡화,고급,준내구,편의
3616,B,86,8604,B860402,일반욕실용품,변기커버,생활잡화,고급,준내구,편의
3617,B,86,8604,B860403,일반욕실용품,샤워커튼,생활잡화,고급,준내구,편의
3618,B,86,8604,B860404,일반욕실용품,샤워타월,생활잡화,고급,준내구,편의
3619,B,86,8604,B860405,일반욕실용품,욕실소품,생활잡화,고급,준내구,편의
3620,B,86,8604,B860406,일반욕실용품,욕실화,생활잡화,고급,준내구,편의
3621,B,86,8605,B860501,DIY욕실용품,욕실수납용품,생활잡화,고급,준내구,편의
3622,B,86,8606,B860601,수도용품,메탈호스,생활잡화,고급,준내구,편의
3623,B,86,8606,B860602,수도용품,샤워헤드,생활잡화,고급,준내구,편의
3624,B,86,8606,B860603,수도용품,수전,생활잡화,고급,준내구,편의
3625,C,16,1601,C160101,세탁세제,분말세탁세제,생활잡화,고급,준내구,편의
3626,C,16,1601,C160102,세탁세제,액상세탁세제,생활잡화,고급,준내구,편의
3627,C,16,1601,C160103,세탁세제,세탁비누,생활잡화,고급,준내구,편의
3628,C,16,1601,C160104,세탁세제,분말표백제,생활잡화,고급,준내구,편의
3629,C,16,1601,C160105,세탁세제,액상표백제,생활잡화,고급,준내구,편의
3630,C,16,1601,C160106,세탁세제,부분세탁제,생활잡화,고급,준내구,편의
3631,C,16,1601,C160107,세탁세제,섬유유연제/향기지속제,생활잡화,고급,준내구,편의
3632,C,16,1601,C160108,세탁세제,특수용세탁세제,생활잡화,고급,준내구,편의
3633,C,16,1603,C160301,주방주거세제,일반주방세제,생활잡화,고급,준내구,편의
3634,C,16,1603,C160302,주방주거세제,다목적주방세제,생활잡화,고급,준내구,편의
3635,C,16,1603,C160303,주방주거세제,주방용청소세제,생활잡화,고급,준내구,편의
3636,C,16,1603,C160304,주방주거세제,락스,생활잡화,고급,준내구,편의
3637,C,16,1603,C160305,주방주거세제,곰팡이제거제/차단제,생활잡화,고급,준내구,편의
3638,C,16,1603,C160306,주방주거세제,욕실전용청소세제,생활잡화,고급,준내구,편의
3639,C,16,1603,C160307,주방주거세제,세정제,생활잡화,고급,준내구,편의
3640,C,16,1603,C160308,주방주거세제,광택제,생활잡화,고급,준내구,편의
3641,C,16,1603,C160309,주방주거세제,방향제,생활잡화,고급,준내구,편의
3642,C,16,1603,C160310,주방주거세제,탈취제,생활잡화,고급,준내구,편의
