고객번호,fluctuation,Monetary,cagr,A_Monetary_실제지출,B_Monetary_실제지출,C_Monetary_실제지출,D_Monetary_실제지출,A_fluctuation,B_fluctuation,C_fluctuation,D_fluctuation,고급_fluctuation,일반_fluctuation,편의_fluctuation,선매_fluctuation,전문_fluctuation,predict
13432,0.0,9457805.0,-0.0182123933092627,10270070.0,0.0,2344990.0,54200.0,-1.0,0.001,0.0,-6.0,0.0,1.0,1.0,-1.0,1.0,0
13433,-1.0,77602007.0,0.1655456740819192,84150220.0,517780.0,8165254.0,0.0,-2.0,-3.0,-1.0,0.001,-1.0,-1.0,-1.0,-2.0,0.0,1
13434,0.0,23122860.0,-0.0912877749652378,28960470.0,2916680.0,4880.0,0.0,0.0,1.0,-2.0,0.001,1.0,0.0,0.0,1.0,0.0,0
13435,0.0,74842331.0,-0.0549485070342788,94040320.0,651366.0,179945.0,0.0,0.001,0.001,0.001,0.001,0.0,2.0,2.0,0.0,0.0,0
13436,-6.0,15584006.0,0.8037481159757689,19476150.0,3365951.0,105199.0,0.0,-3.0,-5.0,-4.0,0.001,-5.0,-5.0,-5.0,-4.0,-5.0,1
13437,0.0,8949185.0,-0.0459861022770676,4110630.0,6352835.0,239170.0,0.0,0.0,1.0,-5.0,0.001,0.0,1.0,1.0,1.0,-1.0,0
13438,-1.0,18191773.0,0.0532931888670291,32481210.0,0.0,2042503.0,2000.0,-1.0,0.001,0.0,-1.0,0.0,-3.0,-3.0,0.0,-4.0,1
13439,-1.0,10402076.0,0.1321220855773144,168900.0,11148844.0,2462717.0,0.0,0.001,-2.0,0.0,0.001,-2.0,-1.0,-1.0,-2.0,0.001,1
13440,-1.0,22981312.0,0.0093697589244561,12024330.0,18825569.0,104369.0,0.0,0.0,1.0,-3.0,0.001,0.0,1.0,1.0,-1.0,0.0,0
13441,3.0,4620235.0,-0.255471717073207,1144220.0,45100.0,4673765.0,0.0,0.001,-1.0,3.0,0.001,2.0,4.0,4.0,2.0,0.001,0
13442,-1.0,9810855.0,0.048247453406935,55000.0,11992528.0,11890.0,0.0,0.001,0.0,0.001,0.001,-1.0,1.0,0.0,-1.0,-1.0,1
13443,-1.0,8862771.0,0.1012050490510307,3146710.0,8595218.0,57214.0,0.0,0.0,-1.0,-4.0,0.001,-1.0,-1.0,-2.0,0.0,1.0,1
13444,-2.0,6815810.0,0.1561973397721741,407000.0,72850.0,8805191.0,24400.0,0.001,-3.0,-2.0,0.001,-1.0,-2.0,-2.0,-1.0,0.001,1
13445,0.0,40827167.0,0.0573295868730916,37863050.0,10126505.0,0.0,0.0,0.0,-1.0,0.001,0.001,0.0,-1.0,-2.0,0.0,-3.0,1
13446,1.0,16013479.0,-0.0865785057839493,7284150.0,12844014.0,72508.0,0.0,0.0,2.0,-2.0,0.001,0.0,3.0,2.0,0.0,-3.0,0
13447,-1.0,10266869.0,0.0617403961067721,1285100.0,12183964.0,0.0,0.0,-4.0,0.0,0.001,0.001,-1.0,0.0,0.0,0.0,-4.0,1
13448,1.0,53722620.0,-0.1595688060682932,68671620.0,4376308.0,17980.0,0.0,1.0,1.0,0.001,0.001,1.0,0.0,1.0,1.0,2.0,0
13449,-2.0,12235174.0,0.1642229642462067,1010900.0,5890257.0,11070185.0,0.0,-3.0,-2.0,-1.0,0.001,-1.0,-1.0,-2.0,-1.0,0.001,1
13450,0.0,7220652.0,-0.0303979375183471,468570.0,8001586.0,1278984.0,0.0,-1.0,0.0,0.0,0.001,1.0,0.0,0.0,1.0,0.0,0
13451,-1.0,9015281.0,0.083693483205024,201000.0,125800.0,12294185.0,0.0,0.001,0.001,-1.0,0.001,0.0,-1.0,-1.0,1.0,0.001,1
13452,0.0,10608082.0,0.0132166037856278,6832930.0,10448103.0,0.0,0.0,2.0,-1.0,0.001,0.001,0.0,0.0,0.0,-1.0,4.0,1
13453,-1.0,10533675.0,0.0496311068172821,2734530.0,2691776.0,8057575.0,0.0,-2.0,0.0,0.0,0.001,-1.0,1.0,0.0,-1.0,-4.0,1
13454,2.0,15643179.0,-0.1735301544189748,21407650.0,221290.0,499807.0,0.0,0.001,0.001,0.001,0.001,1.0,4.0,0.0,2.0,2.0,0
13455,1.0,51329360.0,-0.0941055714773284,59344280.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,1.0,1.0,3.0,0.0,2.0,0
13456,1.0,8455267.0,-0.0864945320059128,2576300.0,8496383.0,126427.0,0.0,-3.0,1.0,0.001,0.001,1.0,1.0,0.0,1.0,2.0,0
13457,-1.0,17260176.0,0.0744040260983307,355280.0,15484896.0,2463631.0,0.0,-1.0,-2.0,0.0,0.001,0.0,-3.0,-3.0,0.0,-4.0,1
13458,-2.0,12906630.0,0.1490846463243305,3143850.0,16542615.0,422217.0,0.0,-2.0,-1.0,-4.0,0.001,-1.0,-2.0,-2.0,-1.0,-2.0,1
13459,2.0,7356790.0,-0.1194870194355546,9534870.0,2900.0,27800.0,0.0,0.001,0.001,0.001,0.001,1.0,3.0,3.0,0.0,3.0,0
13460,-5.0,2389920.0,0.6547596316831847,98000.0,0.0,0.0,4134020.0,0.001,0.001,0.001,0.001,-6.0,-1.0,-1.0,-6.0,-1.0,1
13461,-1.0,28517786.0,0.1288280459704303,40696120.0,69500.0,111686.0,0.0,-1.0,-3.0,0.001,0.001,-2.0,1.0,-1.0,-1.0,-4.0,1
13462,1.0,63500100.0,-0.126206750808552,89050840.0,921190.0,0.0,16800.0,0.001,0.001,0.001,0.001,1.0,3.0,6.0,1.0,0.0,0
13463,0.0,14487581.0,-0.0399652290472964,627800.0,13543990.0,5125004.0,0.0,0.001,-1.0,1.0,0.001,-1.0,3.0,2.0,-1.0,0.0,0
13464,-2.0,6090106.0,0.1562348439105971,3283520.0,1893054.0,62110.0,2379110.0,0.001,0.001,0.001,0.001,0.0,-4.0,-4.0,-1.0,4.0,1
13465,0.0,4967751.0,0.0262754824840387,334500.0,5953336.0,23713.0,0.0,0.001,0.0,0.001,0.001,1.0,-1.0,-1.0,1.0,-1.0,1
13466,0.0,6791958.0,0.0157376798351545,194700.0,1810490.0,7165148.0,0.0,0.001,0.0,0.0,0.001,0.0,-1.0,0.0,1.0,-3.0,0
13467,-1.0,8276104.0,0.1429017441555562,753130.0,10486766.0,47898.0,0.0,-2.0,-3.0,-4.0,0.001,-1.0,-2.0,-3.0,0.0,1.0,1
13468,1.0,8058969.0,-0.0313834175647493,1512880.0,10375986.0,6400.0,0.0,0.001,0.0,0.001,0.001,-1.0,3.0,1.0,0.0,-1.0,1
13469,-1.0,4629650.0,0.1259980775281266,58680.0,6231745.0,45019.0,0.0,0.001,0.0,0.001,0.001,-1.0,-1.0,-1.0,-1.0,-1.0,1
13470,0.0,3268691.0,0.0026830758342286,677800.0,882966.0,3913940.0,0.0,0.001,-2.0,0.0,0.001,1.0,0.0,1.0,0.0,0.0,1
13471,1.0,19634826.0,-0.075899722353201,15901270.0,12209734.0,0.0,0.0,1.0,0.0,0.001,0.001,0.0,2.0,2.0,0.0,0.0,0
13472,-2.0,8992082.0,0.1631991481847887,1560520.0,24654.0,9483149.0,0.0,-4.0,0.001,0.0,0.001,-3.0,-1.0,-1.0,-3.0,-4.0,1
13473,0.0,1658544.0,-0.0760174784457889,1006220.0,1922372.0,18500.0,0.0,0.001,0.0,0.001,0.001,2.0,-1.0,0.0,2.0,0.001,1
13474,-1.0,9956315.0,0.0968466824077094,289100.0,11934668.0,779643.0,0.0,0.0,-1.0,0.001,0.001,-1.0,-1.0,-1.0,-1.0,-2.0,1
13475,1.0,5820852.0,-0.079502767347184,1370850.0,6181450.0,27262.0,36400.0,0.001,0.0,0.001,-3.0,2.0,0.0,0.0,1.0,-1.0,0
13476,0.0,8606875.0,-0.029004048421146,39000.0,10264863.0,220759.0,0.0,0.001,1.0,1.0,0.001,0.0,0.0,0.0,0.0,1.0,0
13477,1.0,15812136.0,-0.0781440915847414,1104090.0,19213593.0,21010.0,0.0,-4.0,2.0,-3.0,0.001,-1.0,4.0,3.0,-1.0,3.0,0
13478,-2.0,7508856.0,0.1732720527803521,2781900.0,8419494.0,1690.0,0.0,-4.0,-1.0,-1.0,0.001,-2.0,-1.0,-2.0,-1.0,0.001,1
13479,-1.0,7496732.0,0.0816373195911657,924000.0,8677660.0,9520.0,0.0,0.001,-1.0,-3.0,0.001,-1.0,0.0,0.0,-1.0,0.0,1
13480,0.0,121278948.0,-0.1093271113872691,154866390.0,2649849.0,282370.0,0.0,1.0,-3.0,0.001,0.001,0.0,7.0,1.0,1.0,-1.0,0
13481,2.0,52741779.0,-0.2671168769807696,68610490.0,455800.0,2040549.0,0.0,3.0,-2.0,-1.0,0.001,2.0,-1.0,-1.0,2.0,5.0,0
13482,-2.0,8470803.0,0.1812207309938309,311000.0,10506410.0,30870.0,0.0,-3.0,-2.0,-3.0,0.001,-1.0,-2.0,-2.0,-1.0,0.0,1
13483,1.0,4705951.0,-0.0589643376879202,235500.0,54500.0,5633407.0,0.0,0.001,0.001,0.0,0.001,2.0,1.0,2.0,0.0,0.0,0
13484,-1.0,7193902.0,0.0638966817167629,437610.0,128090.0,8867419.0,0.0,0.001,-2.0,0.0,0.001,-1.0,0.0,-1.0,-1.0,0.001,1
13485,-1.0,144879130.0,0.2290913005169577,177869390.0,175560.0,0.0,96000.0,0.001,0.001,0.001,0.001,-2.0,3.0,-4.0,1.0,-5.0,1
13486,1.0,26200.0,-1.0,26200.0,11500.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,1.0,1.0,0.0,0.001,0
13487,-1.0,10922410.0,0.1034921658160241,54100.0,14917563.0,110856.0,0.0,0.001,-1.0,0.001,0.001,-1.0,-1.0,0.0,0.0,-2.0,1
13488,0.0,12559801.0,0.0224131287997197,6556780.0,8745997.0,45950.0,20300.0,0.0,-2.0,0.001,0.001,0.0,-2.0,-2.0,-1.0,2.0,0
13489,-5.0,10094784.0,0.6589600521337109,1645980.0,10439654.0,8200.0,0.0,0.0,-8.0,0.001,0.001,-3.0,-5.0,-6.0,-3.0,-1.0,1
13490,2.0,9592993.0,-0.1174405719851994,1552240.0,8935006.0,690660.0,0.0,0.001,1.0,-1.0,0.001,1.0,3.0,1.0,2.0,1.0,0
13491,1.0,11708005.0,-0.1171947613896555,553980.0,13718844.0,13490.0,0.0,-2.0,2.0,0.001,0.001,2.0,2.0,2.0,1.0,0.0,0
13492,0.0,7672915.0,0.0214669238050602,213200.0,10092651.0,2280.0,0.0,0.001,0.0,0.001,0.001,0.0,-1.0,0.0,-1.0,0.0,1
13493,0.0,1573960.0,0.1094133451356713,2621160.0,27960.0,2960.0,0.0,0.001,0.001,0.001,0.001,0.0,-1.0,0.0,0.0,0.0,1
13494,-1.0,29631090.0,0.120288769312957,37000860.0,127730.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,-5.0,-4.0,-1.0,-3.0,0
13495,-3.0,5156938.0,0.2682037173235716,217550.0,124110.0,6104988.0,0.0,-2.0,0.001,-2.0,0.001,0.0,-4.0,-3.0,1.0,0.001,1
13496,0.0,9405215.0,0.0111830295803454,899700.0,1062782.0,11852346.0,0.0,0.001,-4.0,0.0,0.001,0.0,1.0,1.0,0.0,0.001,1
13497,1.0,22429170.0,-0.0442898251169381,5323340.0,23559972.0,142390.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,1.0,1.0,-2.0,0
13498,0.0,19342525.0,-0.0376581554323454,25119010.0,1101475.0,0.0,30700.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,-5.0,0
13499,-1.0,7530735.0,0.0823385470065354,14000.0,516070.0,9589056.0,0.0,0.001,-3.0,-1.0,0.001,-1.0,-1.0,-1.0,0.0,0.0,1
13500,0.0,9550020.0,-0.0092605474284561,1144100.0,8594201.0,1601454.0,0.0,-2.0,0.0,0.0,0.001,-1.0,2.0,1.0,0.0,-4.0,0
13501,0.0,7883376.0,0.0808647439768626,2163720.0,1925090.0,5848546.0,0.0,-4.0,2.0,0.0,0.001,0.0,-1.0,0.0,0.0,0.0,1
13502,-1.0,12116082.0,0.071464936442178,2387860.0,14220385.0,14890.0,0.0,0.0,-1.0,0.001,0.001,0.0,0.0,0.0,-1.0,-3.0,1
13503,0.0,4734880.0,0.1113465666300814,7037400.0,46650.0,11880.0,0.0,0.001,0.001,0.001,0.001,-1.0,0.0,0.0,-1.0,2.0,1
13504,1.0,5301580.0,-0.0014116006097324,6988170.0,156100.0,7980.0,0.0,0.001,0.001,0.001,0.001,0.0,1.0,0.0,1.0,-3.0,0
13505,2.0,7970972.0,-0.1160318968544842,1171110.0,9045579.0,136360.0,0.0,2.0,2.0,-1.0,0.001,2.0,1.0,2.0,2.0,2.0,0
13506,-1.0,25784196.0,0.0408885592839827,1342500.0,4254643.0,29310835.0,0.0,-3.0,-2.0,0.0,0.001,-2.0,0.0,0.0,-2.0,-1.0,1
13507,-2.0,8222854.0,0.2305709286222068,212750.0,9751523.0,608414.0,0.0,0.001,-1.0,-4.0,0.001,-1.0,-1.0,-1.0,-1.0,0.001,1
13508,-1.0,8996544.0,0.1322410592941223,2245640.0,9244265.0,4910.0,18600.0,0.0,-1.0,0.001,0.001,0.0,-2.0,-2.0,0.0,0.0,1
13509,1.0,30527900.0,-0.121005030087433,44683390.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,1.0,2.0,1.0,2.0,0.0,0
13510,-2.0,28521250.0,0.3571344368367224,46162980.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,-2.0,-4.0,-3.0,-1.0,-1.0,1
13511,-1.0,3283956.0,0.1418358160695445,25800.0,568410.0,3362444.0,15900.0,0.001,-3.0,-1.0,0.001,-2.0,0.0,0.0,-3.0,0.001,1
13512,1.0,10136956.0,-0.0536703143902869,2884340.0,10960434.0,10000.0,0.0,-1.0,2.0,0.001,0.001,1.0,0.0,1.0,1.0,0.001,0
13513,1.0,15254741.0,-0.026563098579473,7916640.0,11894667.0,86715.0,0.0,0.0,0.0,0.001,0.001,0.0,1.0,-1.0,0.0,2.0,0
13514,1.0,86467981.0,-0.1583521550149879,116204220.0,4544160.0,2500571.0,0.0,2.0,0.0,0.0,0.001,1.0,0.0,3.0,1.0,0.0,0
13515,2.0,25682978.0,-0.1896645748231187,46077990.0,1358252.0,1877514.0,0.0,2.0,0.0,1.0,0.001,1.0,2.0,1.0,1.0,2.0,0
13516,-1.0,30194432.0,0.0303223068503228,15613740.0,21587073.0,9190.0,0.0,-3.0,0.0,0.001,0.001,0.0,0.0,0.0,-1.0,0.0,0
13517,1.0,8297503.0,-0.0024552543015485,2326100.0,2853231.0,6327233.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,1.0,-1.0,0.001,1
13518,1.0,5328014.0,-0.0441737524164499,89400.0,7277185.0,9300.0,0.0,-2.0,1.0,0.001,0.001,1.0,1.0,1.0,0.0,0.001,0
13519,0.0,48394480.0,0.0340990962150629,79805120.0,704358.0,151710.0,0.0,0.0,0.001,-4.0,0.001,-1.0,1.0,1.0,-1.0,5.0,1
13520,0.0,8025903.0,0.0569766413003363,575990.0,10478754.0,80290.0,0.0,-1.0,-1.0,0.001,0.001,-2.0,2.0,0.0,-1.0,0.0,1
13521,-3.0,7080790.0,0.30201587002016,1558610.0,62350.0,7430732.0,0.0,-3.0,0.001,-2.0,0.001,-2.0,-3.0,-3.0,-2.0,0.0,1
13522,0.0,18388187.0,-0.0245830606451696,3116380.0,22731073.0,0.0,0.0,-4.0,0.0,0.001,0.001,0.0,-1.0,0.0,0.0,1.0,0
13523,0.0,17009237.0,0.015428328961462,5173170.0,743680.0,18382238.0,0.0,0.0,-2.0,0.0,0.001,3.0,-1.0,0.0,0.0,0.0,1
13524,0.0,3926792.0,0.0129540768292151,150000.0,1129043.0,3982195.0,0.0,0.001,-1.0,0.0,0.001,0.0,0.0,0.0,0.0,2.0,1
13525,1.0,12014080.0,-0.0408827139255065,2696270.0,210490.0,12697800.0,0.0,-1.0,0.001,1.0,0.001,0.0,1.0,1.0,0.0,0.0,0
13526,4.0,37447765.0,-0.295985198475903,46196040.0,336305.0,1172430.0,38300.0,2.0,-2.0,0.0,0.001,2.0,6.0,6.0,2.0,0.0,0
13527,-1.0,6012150.0,0.0717534274571511,131000.0,10150.0,7684088.0,18000.0,0.001,-1.0,-1.0,0.001,0.0,-1.0,-1.0,0.0,-2.0,1
13528,1.0,4375574.0,-0.1284137845473439,2293080.0,98800.0,3870085.0,0.0,0.001,0.001,1.0,0.001,2.0,1.0,2.0,1.0,3.0,0
13529,-3.0,5701580.0,0.7032298154564727,2298040.0,890990.0,0.0,5102160.0,0.001,0.001,0.001,0.001,-4.0,-1.0,0.0,-4.0,1.0,1
13530,4.0,53612890.0,-0.3465157067242371,51039240.0,12051066.0,1559334.0,0.0,0.001,0.0,0.0,0.001,4.0,3.0,1.0,3.0,5.0,0
13531,-1.0,10799537.0,0.0881477051916845,288600.0,9288749.0,3006291.0,0.0,0.001,-2.0,2.0,0.001,0.0,-1.0,-1.0,1.0,0.001,1
13532,0.0,25847684.0,0.0016226183340222,35316620.0,945064.0,96820.0,0.0,0.001,0.001,0.001,0.001,0.0,-1.0,-1.0,0.0,-5.0,0
13533,1.0,19704590.0,-0.1024350712352799,23447510.0,573500.0,46670.0,0.0,1.0,0.001,0.001,0.001,0.0,0.0,1.0,1.0,0.0,0
13534,-2.0,15678129.0,0.259716793657216,20132040.0,119510.0,1503784.0,0.0,-1.0,0.001,0.0,0.001,-1.0,-5.0,-2.0,-2.0,1.0,1
13535,-1.0,7439308.0,0.0539846946539561,608000.0,701752.0,8289559.0,0.0,-4.0,-3.0,0.0,0.001,1.0,-2.0,0.0,-2.0,-1.0,1
13536,-1.0,5185717.0,0.0515241058621971,70800.0,1131082.0,5633777.0,0.0,0.001,-2.0,0.0,0.001,1.0,-1.0,-1.0,1.0,0.0,1
13537,2.0,16375681.0,-0.1448281712290564,6805130.0,17351897.0,8640.0,0.0,2.0,2.0,0.001,0.001,1.0,2.0,1.0,1.0,-2.0,0
13538,1.0,6737911.0,-0.0714920427662166,1708870.0,6704922.0,189837.0,0.0,0.001,0.0,0.001,0.001,1.0,1.0,1.0,0.0,-1.0,0
13539,2.0,8622546.0,-0.1533886950699228,538500.0,11275290.0,199080.0,0.0,0.001,2.0,-3.0,0.001,2.0,2.0,3.0,1.0,0.0,0
13540,1.0,7484224.0,-0.0655171594978986,1151580.0,9411281.0,822330.0,0.0,-1.0,1.0,-5.0,0.001,1.0,1.0,1.0,0.0,-1.0,0
13541,1.0,146609310.0,-0.1584958010996524,181524720.0,159680.0,20280.0,0.0,0.001,0.001,0.001,0.001,1.0,1.0,0.0,1.0,0.0,0
13542,0.0,21490833.0,-0.0343050794770656,3357440.0,24784845.0,956495.0,0.0,2.0,0.0,0.0,0.001,1.0,0.0,1.0,2.0,-3.0,0
13543,0.0,21006816.0,-0.0250510695753203,10393920.0,15825471.0,46220.0,0.0,0.0,0.0,-2.0,0.001,0.0,3.0,3.0,0.0,0.0,0
13544,-3.0,40427281.0,0.3324660657433413,62750900.0,1269400.0,1468152.0,0.0,-3.0,-4.0,0.0,0.001,-2.0,-2.0,0.0,0.0,-5.0,1
13545,0.0,18093538.0,0.0380534820991598,15069150.0,8627416.0,13560.0,0.0,0.0,-3.0,-3.0,0.001,0.0,-1.0,-2.0,0.0,0.0,1
13546,2.0,9611772.0,-0.1563979339750357,2392340.0,66500.0,9028253.0,0.0,-4.0,0.001,2.0,0.001,1.0,4.0,4.0,1.0,0.0,0
13547,0.0,4906318.0,-0.0231420534111544,66800.0,494030.0,5648570.0,31420.0,-2.0,-3.0,0.0,-5.0,0.0,1.0,1.0,1.0,0.001,0
13548,0.0,17063860.0,-0.0394320131883976,21048070.0,31590.0,41960.0,0.0,0.0,0.001,0.001,0.001,0.0,2.0,0.0,0.0,-4.0,0
13549,0.0,6023808.0,-0.0022672594995244,181000.0,6827108.0,22056.0,0.0,-3.0,0.0,0.001,0.001,-1.0,1.0,1.0,0.0,0.001,0
13550,-1.0,53291336.0,0.1309574246218399,70302930.0,12046951.0,1843549.0,0.0,-1.0,0.0,0.0,0.001,-1.0,0.0,1.0,0.0,-1.0,1
13551,1.0,16368464.0,-0.0550196946344779,21966520.0,3980.0,69724.0,0.0,0.001,0.001,0.001,0.001,0.0,-1.0,0.0,0.0,2.0,0
13552,-2.0,13868870.0,0.1796302329615091,3216690.0,14771898.0,1800.0,151500.0,-2.0,-2.0,0.001,-4.0,-2.0,-3.0,-3.0,-1.0,-3.0,1
13553,1.0,26471495.0,-0.0631314402429256,33951050.0,1963855.0,48470.0,0.0,0.0,0.0,0.001,0.001,1.0,-2.0,-1.0,-1.0,3.0,0
13554,0.0,10440471.0,0.0095436305646805,1464700.0,12044796.0,75972.0,0.0,0.001,-1.0,0.001,0.001,0.0,2.0,1.0,-1.0,-3.0,1
13555,0.0,52902359.0,-0.0273461798899677,73271980.0,858579.0,176986.0,0.0,0.0,0.001,-3.0,0.001,0.0,1.0,1.0,1.0,-1.0,0
13556,0.0,8167474.0,-0.0002269705283696,3529730.0,141360.0,7835513.0,0.0,-1.0,0.001,1.0,0.001,-1.0,1.0,1.0,-1.0,0.0,0
13557,-3.0,9130790.0,0.2488417242126723,1771840.0,10214940.0,7590.0,36800.0,-4.0,-2.0,0.001,-3.0,-2.0,-2.0,-3.0,-1.0,0.0,1
13558,-1.0,11509245.0,0.0820255968950089,132700.0,12313180.0,799230.0,0.0,-2.0,-1.0,-4.0,0.001,-1.0,-1.0,-2.0,0.0,1.0,1
13559,0.0,36403493.0,-0.059035410400938,27090040.0,16345075.0,19980.0,0.0,0.0,0.0,0.001,0.001,0.0,-1.0,-1.0,0.0,0.0,0
13560,1.0,11357754.0,-0.0409036238615653,270700.0,13648176.0,25510.0,0.0,-3.0,2.0,-1.0,0.001,-1.0,5.0,5.0,-2.0,4.0,0
13561,0.0,9657287.0,-0.0420868366894491,298600.0,11133131.0,27780.0,0.0,0.001,1.0,0.001,0.001,2.0,-1.0,-1.0,1.0,1.0,0
13562,3.0,13848788.0,-0.2535805311697942,3114700.0,0.0,12488141.0,2500.0,0.001,0.001,2.0,-2.0,5.0,4.0,4.0,4.0,4.0,0
13563,-1.0,7953902.0,0.0789439823010671,1932650.0,8977467.0,41820.0,0.0,1.0,-2.0,0.001,0.001,1.0,-2.0,-3.0,1.0,0.001,1
13564,-1.0,69833668.0,0.1063563624762014,95502700.0,830128.0,16850.0,0.0,0.001,0.001,0.001,0.001,-1.0,3.0,3.0,-1.0,0.0,1
13565,-2.0,25567845.0,0.1749055314556951,9292330.0,12687140.0,9645060.0,71000.0,-3.0,-9.0,4.0,-1.0,-2.0,-1.0,-1.0,-3.0,-3.0,1
13566,0.0,6197224.0,0.0233105921070588,103200.0,4000.0,8288938.0,0.0,0.001,0.001,0.0,0.001,1.0,0.0,0.0,1.0,0.0,1
13567,1.0,8088836.0,-0.0586434848015998,173800.0,631506.0,9667165.0,0.0,0.001,0.0,1.0,0.001,1.0,1.0,1.0,1.0,2.0,0
13568,0.0,9913183.0,0.0241103353424938,173900.0,11888978.0,2990.0,0.0,0.001,0.0,0.001,0.001,-1.0,1.0,0.0,0.0,-5.0,0
13569,0.0,12111557.0,0.0266131712989146,1276300.0,69800.0,14504182.0,0.0,-4.0,0.001,0.0,0.001,0.0,-1.0,0.0,0.0,0.001,0
13570,1.0,6359310.0,-0.0478124782992164,7968550.0,963080.0,1390.0,31600.0,0.001,0.001,0.001,0.001,1.0,1.0,1.0,1.0,-1.0,0
13571,0.0,3326705.0,0.0446333452882308,26800.0,4706039.0,33720.0,0.0,0.001,-1.0,0.001,0.001,0.0,0.0,0.0,1.0,0.0,1
13572,-3.0,19482022.0,0.3463201604648198,25918610.0,170010.0,75502.0,0.0,0.001,0.001,0.001,0.001,-3.0,-2.0,-2.0,-2.0,-5.0,1
13573,-2.0,33482507.0,0.1549655412346708,39721530.0,11660350.0,442143.0,0.0,-2.0,0.0,-3.0,0.001,-2.0,0.0,0.0,-1.0,0.0,1
13574,1.0,3874857.0,-0.0571205031538125,50000.0,180560.0,5112915.0,0.0,0.001,0.001,0.0,0.001,1.0,2.0,1.0,1.0,0.001,0
13575,0.0,24493925.0,0.0170493767801582,662900.0,28402941.0,36250.0,10400.0,2.0,0.0,0.001,0.001,0.0,-1.0,0.0,0.0,-2.0,1
13576,0.0,20261612.0,0.0511549127530035,14185510.0,20137025.0,13970.0,0.0,-4.0,1.0,0.001,0.001,-3.0,1.0,1.0,-2.0,-2.0,1
13577,0.0,5130210.0,0.0676234923756395,725800.0,6464650.0,32980.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,-1.0,0.0,3.0,1
13578,-1.0,5426075.0,0.0730530194135323,408100.0,6449511.0,323157.0,0.0,0.001,0.0,0.001,0.001,0.0,-1.0,-1.0,0.0,1.0,1
13579,0.0,89893176.0,0.0850716922676053,109867150.0,482185.0,803576.0,0.0,0.0,0.001,-1.0,0.001,0.0,0.0,-2.0,-2.0,5.0,1
13580,1.0,4821980.0,-0.0097314683353761,3125730.0,53730.0,272620.0,2688270.0,-1.0,0.001,-3.0,2.0,0.0,0.0,0.0,-1.0,1.0,1
13581,0.0,8437981.0,0.076532984343077,231000.0,11137404.0,56629.0,0.0,-1.0,-1.0,-4.0,0.001,0.0,-1.0,0.0,0.0,-1.0,1
13582,3.0,69709053.0,-0.2804498602579371,105570640.0,1425792.0,141030.0,0.0,3.0,0.0,0.001,0.001,2.0,2.0,2.0,2.0,1.0,0
13583,-1.0,37010941.0,0.1849386888920277,51049370.0,153521.0,230300.0,0.0,0.001,0.001,0.001,0.001,-1.0,-1.0,0.0,-2.0,-1.0,1
13584,0.0,8532249.0,0.0050214737739797,628570.0,317900.0,10346304.0,0.0,0.001,-4.0,0.0,0.001,-1.0,1.0,1.0,-3.0,-2.0,1
13585,-1.0,45949561.0,0.0109005368425543,54921520.0,5790291.0,0.0,12500.0,0.0,-5.0,0.001,0.001,-1.0,1.0,-1.0,-1.0,0.0,0
13586,0.0,33217131.0,0.0183967585657338,50396200.0,4811035.0,60270.0,0.0,-1.0,3.0,0.001,0.001,0.0,2.0,1.0,-1.0,2.0,1
13587,1.0,7752445.0,-0.0559945072090007,530790.0,10123169.0,0.0,0.0,0.001,1.0,0.001,0.001,1.0,2.0,1.0,2.0,0.0,0
13588,3.0,6711158.0,-0.2171855830579109,7474160.0,2325348.0,148597.0,0.0,0.001,-1.0,0.001,0.001,4.0,2.0,2.0,3.0,4.0,0
13589,1.0,7789212.0,-0.0147632160215714,2346460.0,56220.0,7571232.0,0.0,-3.0,0.001,-1.0,0.001,2.0,0.0,0.0,1.0,0.001,0
13590,0.0,55902980.0,-0.0286230259661637,76487720.0,1508324.0,0.0,38100.0,0.0,-4.0,0.001,-5.0,0.0,1.0,0.0,0.0,1.0,0
13591,0.0,11440610.0,0.0203924629991543,15584440.0,13540.0,2800.0,0.0,0.001,0.001,0.001,0.001,-1.0,2.0,0.0,0.0,0.0,1
13592,2.0,7270485.0,-0.0779887162507798,521500.0,10219309.0,7350.0,0.0,-3.0,2.0,0.001,0.001,0.0,1.0,3.0,0.0,2.0,0
13593,-1.0,7405237.0,0.093133459559489,1347100.0,8708970.0,11280.0,8750.0,0.0,-1.0,0.001,0.001,0.0,-2.0,-2.0,0.0,2.0,1
13594,-4.0,12964977.0,0.3222095455194385,785480.0,154140.0,16822236.0,0.0,0.001,-1.0,-3.0,0.001,-1.0,-4.0,-4.0,-1.0,0.001,1
13595,0.0,13499248.0,0.0631133532149645,197730.0,17348623.0,38170.0,0.0,-3.0,-1.0,0.001,0.001,-1.0,0.0,1.0,-1.0,0.0,1
