고객번호,fluctuation,f_커리어,f_소형가전,f_셔츠,f_모피피혁,f_시티웨어,f_골프용품,f_통신컴퓨터,f_주방가전,f_트래디셔널,f_준보석시계,f_디자이너,f_대형가전,f_악기,f_보석,f_남성 트랜디,f_축산가공,f_남성정장,f_명품,Monetary,A_Monetary_실제지출,B_Monetary_실제지출,C_Monetary_실제지출,D_Monetary_실제지출,pred
17529,-1.0,2.0,0.0001,-7.0,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-2.0,0.0001,0.0001,21943451.0,22497240.0,7633708.0,4010.0,0.0,1
17530,0.0,-4.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0001,0.0,7.0,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0,257470070.0,331358130.0,0.0,0.0,0.0,0
17531,-1.0,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,0.0001,0.0001,9237034.0,731610.0,12134882.0,3540.0,79800.0,1
17532,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,7608713.0,0.0,9431391.0,835283.0,19800.0,1
17533,-1.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,-7.0,6.0,0.0001,1.0,-6.0,0.0001,0.0001,0.0001,-2.0,0.0001,6.0,28038308.0,33137550.0,525637.0,206370.0,33520.0,0
17534,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4770038.0,100000.0,337450.0,6118548.0,0.0,1
17535,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-2.0,0.0001,0.0001,11009910.0,2269270.0,11528436.0,1074804.0,0.0,1
17536,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,10441272.0,2434600.0,11459474.0,63280.0,0.0,1
17537,-1.0,0.0,2.0,0.0,4.0,0.0001,3.0,6.0,5.0,3.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,-6.0,41059213.0,51331750.0,985793.0,1343943.0,19000.0,0
17538,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,1.0,0.0001,0.0001,0.0001,6661533.0,378800.0,9225975.0,77000.0,0.0,1
17539,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1390311.0,0.0,132800.0,1730113.0,0.0,1
17540,1.0,0.0,0.0001,0.0001,0.0001,-4.0,3.0,0.0,7.0,6.0,0.0001,0.0,0.0001,0.0001,8.0,0.0,-3.0,0.0,0.0,120178870.0,139638950.0,0.0,0.0,0.0,0
17541,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,26750281.0,1461970.0,1173859.0,27867436.0,0.0,0
17542,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,10683450.0,13604560.0,1340874.0,0.0,26000.0,1
17543,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,1485410.0,149000.0,210306.0,20550.0,1564470.0,0
17544,1.0,0.0001,0.0001,5.0,0.0001,0.0,0.0001,0.0001,6.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,0.0,0.0,0.0001,13374625.0,5307220.0,9716762.0,1482754.0,0.0,0
17545,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,-4.0,0.0001,0.0001,9506046.0,661070.0,11031683.0,105000.0,3900.0,0
17546,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,5384455.0,103900.0,5583124.0,844413.0,0.0,0
17547,0.0,0.0,0.0001,4.0,0.0001,-1.0,0.0001,0.0,-3.0,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,4.0,2.0,-4.0,39857200.0,48862030.0,665430.0,169690.0,86200.0,0
17548,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11561938.0,173340.0,2008831.0,12883976.0,0.0,0
17549,1.0,0.0,0.0001,8.0,-5.0,6.0,6.0,0.0,0.0001,2.0,1.0,0.0001,0.0,0.0001,8.0,7.0,0.0001,0.0,7.0,74355834.0,95236500.0,5958991.0,1513166.0,17400.0,1
17550,0.0,0.0,0.0,0.0001,0.0001,0.0001,-4.0,0.0,0.0,6.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0,7.0,0.0001,-2.0,28758828.0,45074340.0,2074587.0,423574.0,0.0,1
17551,0.0,5.0,0.0001,-5.0,-6.0,3.0,3.0,0.0001,-3.0,-8.0,0.0001,-2.0,0.0001,0.0001,-6.0,4.0,-1.0,0.0,0.0,85380620.0,113762560.0,228810.0,228990.0,0.0,0
17552,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,6.0,0.0001,0.0,0.0001,46570742.0,43371560.0,23926703.0,116142.0,0.0,1
17553,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,-1.0,8674360.0,3839220.0,8252179.0,0.0,0.0,1
17554,0.0,1.0,0.0001,0.0001,-1.0,7.0,4.0,0.0001,7.0,-4.0,0.0001,0.0001,0.0,0.0001,0.0,4.0,0.0,0.0001,0.0,15720280.0,27082280.0,63500.0,157628.0,0.0,1
17555,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-2.0,0.0001,9473949.0,1029800.0,10079799.0,1607753.0,9500.0,1
17556,1.0,-2.0,0.0001,0.0001,0.0001,4.0,-1.0,0.0001,2.0,6.0,3.0,0.0001,0.0001,0.0001,0.0001,-5.0,0.0,0.0001,1.0,54610982.0,79018300.0,13400.0,228572.0,0.0,1
17557,4.0,0.0,0.0001,0.0001,3.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8.0,0.0001,0.0001,12712430.0,13438370.0,56580.0,1027360.0,0.0,0
17558,3.0,0.0,0.0001,-1.0,0.0001,0.0,-1.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,21028180.0,27898970.0,2730.0,2990.0,0.0,0
17559,-1.0,-1.0,0.0001,2.0,7.0,5.0,0.0,0.0001,0.0001,0.0,0.0001,7.0,0.0,0.0001,0.0001,0.0001,-6.0,0.0,5.0,35914910.0,45920250.0,282920.0,11030.0,0.0,0
17560,1.0,1.0,0.0001,0.0,7.0,6.0,5.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0,0.0,2.0,75679953.0,90350640.0,0.0,1680475.0,115950.0,0
17561,0.0,-6.0,2.0,-8.0,0.0001,0.0,1.0,0.0001,0.0,-7.0,0.0001,0.0,0.0,0.0001,0.0001,7.0,2.0,0.0,0.0,64695731.0,74429160.0,60910.0,3231115.0,0.0,0
17562,0.0,-7.0,0.0001,0.0001,7.0,2.0,1.0,0.0001,-5.0,0.0,-6.0,0.0001,0.0,0.0001,0.0001,0.0,-4.0,0.0001,5.0,33879901.0,55982480.0,431151.0,324810.0,0.0,1
17563,3.0,0.0001,0.0001,0.0,0.0001,0.0001,2.0,8.0,0.0,1.0,0.0001,0.0001,6.0,0.0001,0.0001,-7.0,7.0,0.0001,4.0,53653312.0,75284370.0,2382373.0,17400.0,0.0,1
17564,1.0,7.0,0.0001,-3.0,0.0,1.0,1.0,0.0001,-2.0,-3.0,0.0001,0.0001,0.0,0.0001,0.0001,8.0,-2.0,-7.0,6.0,53312360.0,88221380.0,771545.0,982877.0,0.0,1
17565,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,13781745.0,36400.0,18015292.0,294256.0,0.0,1
17566,1.0,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,5.0,6.0,0.0001,0.0001,0.0001,0.0,-4.0,0.0,0.0001,3.0,29649500.0,39456540.0,95910.0,325462.0,0.0,0
17567,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,11758248.0,668450.0,13835524.0,2750.0,0.0,0
17568,-1.0,0.0,0.0001,-3.0,-5.0,6.0,2.0,-6.0,-2.0,4.0,0.0001,0.0001,5.0,0.0001,0.0001,0.0,0.0,0.0001,-2.0,40249440.0,48467700.0,26600.0,29510.0,0.0,0
17569,1.0,7.0,0.0,0.0,5.0,4.0,2.0,0.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-1.0,0.0,-2.0,66096610.0,91950710.0,1182732.0,76880.0,0.0,1
17570,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,12974984.0,4380620.0,13873009.0,8880.0,0.0,1
17571,3.0,0.0001,0.0001,0.0001,-5.0,0.0001,1.0,0.0,8.0,-6.0,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,-4.0,0.0001,57465416.0,74374600.0,18490.0,572585.0,5000.0,0
17572,1.0,-6.0,0.0,0.0,0.0001,3.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,-6.0,0.0001,0.0001,35844977.0,47869740.0,39050.0,195064.0,0.0,0
17573,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0,4.0,0.0,0.0,3.0,3.0,0.0001,0.0001,-5.0,4.0,0.0,0.0001,-5.0,33758863.0,37191990.0,768576.0,3510077.0,0.0,0
17574,-2.0,0.0,0.0001,0.0,-9.0,5.0,4.0,-8.0,0.0001,2.0,0.0001,0.0001,7.0,0.0001,-7.0,0.0001,0.0,-4.0,0.0,62749065.0,72778760.0,564301.0,2156750.0,0.0,0
17575,0.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,1.0,-5.0,2.0,107592672.0,141503180.0,249886.0,246110.0,0.0,0
17576,0.0,0.0,0.0001,0.0001,6.0,0.0,0.0,0.0001,6.0,4.0,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,-2.0,0.0001,-2.0,37728430.0,52872750.0,9280.0,289886.0,0.0,1
17577,1.0,-2.0,0.0,-2.0,0.0001,7.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,2.0,5.0,-5.0,19683749.0,22818150.0,1671452.0,1340.0,4900.0,0
17578,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,0.0001,0.0001,8297987.0,1651830.0,8289318.0,43300.0,14600.0,0
17579,1.0,0.0,0.0001,-1.0,5.0,8.0,2.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,4.0,0.0001,-4.0,29762780.0,39276930.0,52520.0,27540.0,0.0,0
17580,1.0,1.0,0.0,1.0,3.0,0.0001,-2.0,0.0001,0.0,-6.0,0.0,0.0001,6.0,0.0001,0.0001,7.0,0.0,0.0001,0.0,39948991.0,48748750.0,14760790.0,112960.0,0.0,1
17581,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,18565500.0,1006550.0,21535045.0,40930.0,0.0,0
17582,-1.0,0.0001,0.0001,-5.0,0.0001,-5.0,-2.0,0.0001,-1.0,3.0,0.0001,0.0,0.0,0.0001,0.0001,2.0,-3.0,0.0001,-1.0,62061252.0,86629520.0,79800.0,49732.0,0.0,1
17583,-1.0,0.0,0.0001,7.0,0.0001,0.0,1.0,0.0001,0.0001,-4.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,-4.0,0.0,0.0001,100190850.0,120839060.0,1048900.0,7270.0,0.0,0
17584,-1.0,4.0,6.0,0.0001,0.0001,0.0,-4.0,-9.0,0.0,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-2.0,0.0001,0.0,31913653.0,36436030.0,375780.0,6252944.0,0.0,0
17585,0.0,0.0,4.0,1.0,0.0001,0.0001,0.0,0.0001,0.0,-4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,0.0,33225990.0,45015730.0,35660.0,2132330.0,0.0,1
17586,1.0,0.0,0.0001,4.0,0.0,4.0,0.0,0.0001,2.0,0.0,-5.0,0.0001,0.0001,0.0001,0.0001,0.0,-2.0,0.0001,2.0,16582039.0,30738550.0,211803.0,345285.0,0.0,1
17587,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,0.0001,0.0001,4820316.0,130000.0,6580483.0,11370.0,0.0,1
17588,-1.0,-6.0,0.0001,3.0,-6.0,0.0001,0.0,-1.0,0.0,0.0001,-4.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0001,3.0,40253870.0,51740370.0,0.0,445030.0,0.0,0
17589,0.0,0.0001,0.0001,0.0001,6.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0,15137761.0,5947100.0,502660.0,13245439.0,2800.0,0
17590,1.0,7.0,0.0001,0.0001,0.0,0.0001,1.0,-6.0,0.0,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,0.0001,0.0,20215033.0,24206780.0,3424441.0,144453.0,0.0,1
17591,1.0,-2.0,0.0001,0.0,7.0,5.0,5.0,0.0001,0.0,5.0,0.0001,0.0001,0.0,0.0001,0.0001,6.0,0.0,0.0001,0.0001,35193720.0,43832060.0,85330.0,2006735.0,0.0,0
17592,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,0.0001,0.0001,0.0,-4.0,0.0,0.0001,0.0001,7113828.0,2215620.0,1567149.0,6044348.0,0.0,1
17593,2.0,0.0,0.0,0.0001,0.0,5.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,7.0,0.0001,3.0,0.0001,5.0,31852990.0,41006960.0,92680.0,21260.0,0.0,0
17594,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5739046.0,29900.0,30430.0,7739296.0,0.0,1
17595,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,-5.0,34999290.0,43152150.0,301233.0,219990.0,0.0,0
17596,1.0,8.0,4.0,0.0,4.0,4.0,0.0001,0.0001,4.0,-1.0,0.0,0.0001,0.0001,0.0001,0.0,-6.0,0.0,0.0001,0.0001,70027165.0,91835470.0,1465212.0,6900.0,0.0,0
17597,0.0,1.0,-6.0,-5.0,2.0,-1.0,0.0,0.0001,2.0,0.0,-6.0,0.0001,0.0001,0.0001,0.0001,0.0001,4.0,0.0,1.0,45942040.0,65445330.0,171470.0,0.0,0.0,1
17598,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,0.0001,0.0001,0.0001,4.0,0.0001,0.0001,0.0001,-2.0,0.0001,5.0,14789461.0,7110410.0,12400997.0,517328.0,0.0,1
17599,0.0,0.0,0.0001,0.0,-6.0,3.0,5.0,0.0,-6.0,7.0,0.0001,3.0,5.0,0.0001,-1.0,0.0001,-1.0,-3.0,-5.0,133597897.0,143868140.0,377067.0,49050.0,32200.0,0
17600,-1.0,3.0,0.0001,0.0001,0.0,0.0001,1.0,0.0,0.0,1.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,-4.0,4.0,-7.0,38244269.0,44583510.0,72190.0,3430328.0,0.0,0
17601,-1.0,-7.0,0.0,4.0,0.0001,0.0001,0.0,0.0001,0.0,3.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,-2.0,0.0,-3.0,28568460.0,42402570.0,127500.0,39110.0,0.0,1
17602,0.0,0.0,0.0001,6.0,0.0001,-1.0,2.0,0.0001,0.0001,5.0,0.0001,-5.0,0.0001,0.0001,0.0001,4.0,1.0,0.0001,3.0,51816387.0,62806720.0,0.0,1099232.0,0.0,0
17603,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,-3.0,0.0001,0.0001,8623682.0,2662600.0,7202371.0,144290.0,0.0,0
17604,1.0,3.0,-4.0,7.0,6.0,-5.0,8.0,0.0001,0.0,3.0,0.0001,0.0001,0.0001,0.0001,-7.0,-1.0,0.0,6.0,-3.0,49167902.0,74140930.0,334151.0,119920.0,0.0,1
17605,0.0,0.0,0.0001,4.0,0.0001,0.0001,0.0001,0.0001,-6.0,1.0,0.0,0.0001,0.0,0.0001,0.0001,6.0,-3.0,0.0,0.0,28297609.0,32896850.0,1222149.0,60050.0,0.0,0
17606,1.0,2.0,0.0001,4.0,0.0,1.0,0.0,0.0001,-4.0,-3.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,3.0,0.0001,0.0,41790650.0,55451050.0,487600.0,21430.0,0.0,0
17607,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,9359686.0,1542500.0,10806102.0,8260.0,0.0,1
17608,-1.0,0.0,0.0001,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-6.0,0.0001,0.0001,14884827.0,4751600.0,2081863.0,13920710.0,0.0,1
17609,0.0,0.0001,0.0001,0.0,-5.0,0.0001,0.0,0.0001,0.0,-3.0,9.0,0.0001,-6.0,0.0001,-5.0,8.0,-5.0,0.0,6.0,73931618.0,81476330.0,13425884.0,79368.0,0.0,0
17610,0.0,-1.0,0.0,0.0,0.0001,5.0,-2.0,-4.0,0.0,6.0,0.0001,0.0,0.0001,0.0001,0.0,2.0,1.0,0.0,-3.0,24638150.0,41310270.0,12900.0,35990.0,0.0,1
17611,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8434726.0,288100.0,230130.0,10831792.0,0.0,1
17612,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,4.0,5.0,-5.0,0.0,0.0,6.0,0.0,0.0001,0.0001,0.0,2.0,0.0001,0.0,80531313.0,120255880.0,1059313.0,471049.0,427000.0,1
17613,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,6822970.0,9416120.0,51260.0,6750.0,0.0,1
17614,-1.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,-4.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,4.0,12367086.0,16288980.0,85646.0,17280.0,0.0,0
17615,-1.0,0.0001,0.0001,3.0,-7.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,4.0,0.0001,0.0001,15125180.0,24180520.0,662000.0,1000.0,0.0,1
17616,1.0,0.0001,6.0,0.0,0.0001,4.0,0.0001,0.0,8.0,1.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0,4.0,0.0001,0.0001,28053073.0,34699460.0,889287.0,0.0,7700.0,0
17617,-1.0,-6.0,0.0,0.0,-6.0,0.0001,-2.0,0.0001,0.0,-5.0,0.0001,-4.0,0.0,0.0001,0.0001,-3.0,0.0,0.0,5.0,30256839.0,45795220.0,168709.0,326849.0,0.0,1
17618,0.0,4.0,0.0001,0.0,0.0001,5.0,1.0,0.0,0.0,-2.0,0.0,5.0,6.0,0.0001,0.0,8.0,3.0,0.0,4.0,108024396.0,134197620.0,373805.0,528152.0,0.0,0
17619,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5479459.0,320700.0,7222478.0,14230.0,36900.0,1
17620,1.0,4.0,0.0001,1.0,0.0001,0.0001,-5.0,0.0001,0.0001,4.0,-3.0,3.0,0.0001,0.0001,7.0,0.0001,1.0,4.0,-6.0,83858830.0,124242300.0,990952.0,0.0,14400.0,1
17621,0.0,-2.0,0.0,4.0,3.0,-7.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0,25802550.0,36350020.0,16000.0,159859.0,0.0,1
17622,1.0,-1.0,0.0001,7.0,0.0001,0.0001,0.0001,0.0,6.0,-3.0,0.0001,0.0001,0.0001,0.0,0.0,0.0001,4.0,0.0001,0.0001,19792840.0,20462300.0,5273638.0,634064.0,0.0,0
17623,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,12421847.0,180800.0,10967012.0,3796421.0,0.0,0
17624,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7659818.0,86300.0,15000.0,10538666.0,0.0,1
17625,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,9491408.0,11091300.0,2736490.0,28320.0,0.0,1
17626,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2425360.0,1154400.0,138000.0,0.0,1614760.0,0
17627,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,5520605.0,20000.0,5355286.0,1747198.0,0.0,0
17628,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8594925.0,1086000.0,8900.0,9377092.0,0.0,0
17629,2.0,0.0001,0.0,0.0001,2.0,-7.0,3.0,7.0,8.0,0.0,0.0001,0.0001,6.0,0.0001,0.0001,0.0001,0.0,0.0001,-4.0,37249340.0,45538680.0,1129540.0,2500.0,0.0,0
17630,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-6.0,0.0001,0.0001,13861461.0,2501370.0,15906001.0,2570.0,0.0,1
17631,0.0,-6.0,0.0,0.0,3.0,3.0,-2.0,0.0001,-6.0,-4.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,-4.0,0.0,0.0,32645509.0,40495830.0,101274.0,1334694.0,0.0,0
17632,0.0,0.0001,0.0001,0.0001,-8.0,6.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,7.0,1.0,0.0001,0.0001,24604750.0,32145720.0,2259478.0,86563.0,0.0,1
17633,0.0,5.0,0.0001,0.0,5.0,0.0,0.0001,0.0001,-3.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,-3.0,0.0001,0.0001,30080270.0,33527380.0,0.0,0.0,0.0,0
17634,0.0,5.0,2.0,7.0,0.0,1.0,0.0,0.0001,0.0,7.0,0.0,0.0001,0.0001,0.0001,0.0001,6.0,5.0,0.0001,3.0,20159162.0,28051700.0,0.0,2309180.0,0.0,1
17635,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6570930.0,36000.0,301503.0,8291949.0,19010.0,1
17636,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,7893582.0,1076800.0,8089681.0,2015745.0,0.0,1
17637,-1.0,-1.0,0.0001,6.0,0.0,0.0,-5.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-5.0,2.0,0.0,0.0001,0.0001,40815262.0,52213770.0,3649966.0,22820.0,0.0,0
17638,-1.0,-6.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0001,-6.0,0.0001,0.0001,0.0001,0.0001,-8.0,6.0,3.0,0.0001,-1.0,53736450.0,70762380.0,0.0,25410.0,45400.0,0
17639,-2.0,-7.0,-5.0,0.0,0.0001,4.0,0.0,0.0001,0.0,-3.0,0.0001,0.0001,-6.0,0.0001,0.0001,-6.0,0.0001,0.0,4.0,32162265.0,46638900.0,68500.0,1066781.0,0.0,1
17640,-1.0,-2.0,0.0001,-3.0,0.0001,0.0,0.0001,7.0,-6.0,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-2.0,0.0,0.0001,27948647.0,32921800.0,2415883.0,19890.0,0.0,0
17641,0.0,5.0,0.0,0.0001,-1.0,4.0,-1.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,15889629.0,19215970.0,128649.0,10750.0,0.0,0
17642,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4765113.0,228400.0,607010.0,6004257.0,0.0,1
