°í°´¹øÈ£,A¹æ¹®È½¼ö,B¹æ¹®È½¼ö,C¹æ¹®È½¼ö,D¹æ¹®È½¼ö,½Å±Ô°í°´,¸íÇ°±¸¸ÅÀÚ
15796,325.0,29.0,16.0,0.0,1.0,0.0
15797,203.0,1.0,67.0,0.0,1.0,2.0
15798,2.0,37.0,627.0,0.0,1.0,0.0
15799,7.0,27.0,545.0,0.0,1.0,0.0
15800,10.0,8.0,563.0,0.0,1.0,0.0
15801,339.0,99.0,255.0,13.0,1.0,0.0
15802,420.0,4.0,1.0,0.0,1.0,2.0
15803,258.0,4.0,5.0,0.0,1.0,2.0
15804,7.0,467.0,4.0,0.0,1.0,0.0
15805,144.0,364.0,1.0,0.0,1.0,2.0
15806,28.0,13.0,3.0,62.0,1.0,0.0
15807,74.0,0.0,0.0,0.0,1.0,0.0
15808,41.0,405.0,87.0,6.0,1.0,0.0
15809,252.0,81.0,3.0,3.0,1.0,2.0
15810,8.0,4.0,532.0,0.0,1.0,0.0
15811,496.0,6.0,0.0,0.0,1.0,2.0
15812,9.0,74.0,608.0,0.0,1.0,0.0
15813,3.0,354.0,178.0,0.0,1.0,0.0
15814,15.0,11.0,587.0,0.0,1.0,0.0
15815,436.0,3.0,8.0,0.0,1.0,2.0
15816,33.0,36.0,578.0,0.0,1.0,0.0
15817,0.0,5.0,499.0,0.0,1.0,0.0
15818,21.0,1.0,547.0,1.0,1.0,0.0
15819,3.0,36.0,633.0,0.0,1.0,0.0
15820,1.0,374.0,4.0,0.0,1.0,0.0
15821,30.0,65.0,708.0,0.0,1.0,0.0
15822,2.0,2.0,453.0,0.0,1.0,0.0
15823,17.0,3.0,547.0,0.0,1.0,0.0
15824,86.0,12.0,523.0,0.0,1.0,0.0
15825,309.0,302.0,3.0,0.0,1.0,2.0
15826,6.0,512.0,1.0,0.0,1.0,0.0
15827,1.0,425.0,0.0,1.0,1.0,0.0
15828,283.0,4.0,0.0,0.0,1.0,2.0
15829,355.0,62.0,1.0,0.0,1.0,2.0
15830,7.0,2.0,268.0,0.0,1.0,2.0
15831,3.0,16.0,447.0,0.0,1.0,0.0
15832,1.0,9.0,703.0,0.0,1.0,0.0
15833,15.0,477.0,1.0,0.0,1.0,0.0
15834,10.0,22.0,619.0,0.0,1.0,0.0
15835,23.0,22.0,1.0,299.0,1.0,2.0
15836,260.0,6.0,1.0,0.0,1.0,2.0
15837,3.0,476.0,0.0,2.0,1.0,0.0
15838,49.0,43.0,1.0,140.0,1.0,0.0
15839,374.0,1.0,140.0,11.0,1.0,2.0
15840,244.0,55.0,29.0,0.0,1.0,0.0
15841,9.0,478.0,10.0,0.0,1.0,0.0
15842,18.0,408.0,14.0,0.0,1.0,0.0
15843,4.0,449.0,1.0,9.0,1.0,0.0
15844,80.0,380.0,34.0,0.0,1.0,0.0
15845,2.0,2.0,529.0,0.0,1.0,0.0
15846,11.0,300.0,3.0,0.0,1.0,0.0
15847,19.0,312.0,1.0,14.0,1.0,0.0
15848,6.0,4.0,837.0,0.0,1.0,2.0
15849,247.0,0.0,0.0,2.0,1.0,2.0
15850,2.0,7.0,484.0,0.0,1.0,0.0
15851,6.0,456.0,2.0,0.0,1.0,2.0
15852,2.0,493.0,6.0,0.0,1.0,0.0
15853,97.0,313.0,17.0,0.0,1.0,0.0
15854,335.0,66.0,15.0,2.0,1.0,2.0
15855,56.0,0.0,544.0,0.0,1.0,2.0
15856,2.0,3.0,661.0,0.0,1.0,0.0
15857,5.0,21.0,502.0,0.0,1.0,0.0
15858,10.0,394.0,5.0,0.0,1.0,0.0
15859,92.0,273.0,2.0,3.0,1.0,0.0
15860,212.0,1.0,505.0,0.0,1.0,2.0
15861,292.0,17.0,0.0,0.0,1.0,2.0
15862,345.0,0.0,0.0,0.0,1.0,0.0
15863,1.0,400.0,3.0,0.0,1.0,0.0
15864,1.0,31.0,689.0,0.0,1.0,0.0
15865,72.0,415.0,0.0,3.0,1.0,0.0
15866,506.0,78.0,0.0,4.0,1.5,2.0
15867,2.0,251.0,32.0,0.0,1.0,0.0
15868,293.0,3.0,0.0,6.0,1.0,2.0
15869,26.0,387.0,170.0,0.0,1.0,0.0
15870,476.0,5.0,8.0,0.0,1.0,0.0
15871,10.0,10.0,631.0,0.0,1.0,0.0
15872,5.0,421.0,2.0,0.0,1.0,0.0
15873,23.0,364.0,44.0,0.0,1.0,0.0
15874,245.0,71.0,27.0,0.0,1.0,2.0
15875,203.0,162.0,0.0,0.0,1.0,0.0
15876,46.0,427.0,5.0,0.0,1.0,0.0
15877,1.0,23.0,511.0,0.0,1.0,0.0
15878,260.0,1.0,0.0,1.0,1.0,0.0
15879,408.0,111.0,280.0,0.0,1.0,2.0
15880,22.0,482.0,1.0,1.0,1.0,0.0
15881,306.0,0.0,0.0,0.0,1.0,0.0
15882,362.0,4.0,30.0,0.0,1.0,2.0
15883,77.0,9.0,692.0,0.0,1.0,0.0
15884,66.0,0.0,11.0,0.0,1.0,2.0
15885,8.0,417.0,9.0,0.0,1.0,0.0
15886,1.0,417.0,1.0,0.0,1.0,0.0
15887,16.0,307.0,1.0,0.0,1.0,0.0
15888,309.0,5.0,2.0,0.0,1.0,2.0
15889,6.0,374.0,18.0,0.0,1.0,0.0
15890,1.0,395.0,1.0,0.0,1.0,0.0
15891,24.0,418.0,3.0,0.0,1.0,0.0
15892,3.0,519.0,5.0,0.0,1.0,0.0
15893,476.0,2.0,168.0,0.0,1.0,2.0
15894,2.0,433.0,1.0,0.0,1.0,0.0
15895,4.0,329.0,2.0,0.0,1.0,0.0
15896,60.0,47.0,1.0,144.0,1.0,0.0
15897,3.0,3.0,603.0,0.0,1.0,0.0
15898,45.0,1.0,487.0,0.0,1.0,2.0
15899,1.0,1.0,756.0,0.0,1.0,2.0
15900,322.0,0.0,3.0,0.0,1.0,2.0
15901,305.0,38.0,9.0,0.0,1.0,2.0
15902,90.0,301.0,1.0,0.0,1.0,0.0
15903,24.0,10.0,752.0,4.0,1.0,0.0
15904,28.0,338.0,25.0,0.0,1.0,0.0
15905,413.0,3.0,1.0,2.0,1.0,2.0
15906,32.0,514.0,1.0,0.0,1.0,0.0
15907,558.0,43.0,0.0,0.0,1.0,2.0
15908,1.0,4.0,713.0,0.0,1.0,0.0
15909,1.0,1.0,559.0,0.0,1.0,0.0
15910,6.0,338.0,1.0,0.0,1.0,0.0
15911,465.0,216.0,18.0,3.0,1.0,2.0
15912,219.0,4.0,3.0,0.0,1.0,2.0
15913,246.0,37.0,0.0,2.0,1.0,2.0
15914,15.0,3.0,649.0,0.0,1.0,0.0
15915,6.0,348.0,1.0,0.0,1.0,0.0
15916,11.0,453.0,6.0,0.0,1.0,0.0
15917,3.0,7.0,518.0,0.0,1.0,0.0
15918,8.0,4.0,526.0,0.0,1.0,0.0
15919,315.0,1.0,130.0,0.0,1.0,2.0
15920,12.0,405.0,1.0,0.0,1.0,0.0
15921,14.0,18.0,12.0,297.0,1.0,0.0
15922,1.0,1.0,622.0,0.0,1.0,0.0
15923,285.0,0.0,0.0,0.0,1.0,2.0
15924,323.0,29.0,0.0,14.0,1.0,2.0
15925,10.0,0.0,5.0,233.0,1.0,0.0
15926,12.0,348.0,1.0,0.0,1.0,0.0
15927,231.0,41.0,7.0,0.0,1.0,2.0
15928,242.0,25.0,0.0,1.0,1.0,2.0
15929,13.0,0.0,749.0,0.0,1.0,0.0
15930,18.0,358.0,55.0,0.0,1.0,0.0
15931,245.0,291.0,16.0,0.0,1.0,2.0
15932,2.0,0.0,183.0,0.0,1.0,0.0
15933,21.0,377.0,1.0,1.0,1.0,0.0
15934,6.0,455.0,4.0,0.0,1.0,0.0
15935,295.0,65.0,0.0,11.0,1.0,2.0
15936,15.0,353.0,11.0,1.0,1.0,0.0
15937,11.0,4.0,664.0,0.0,1.0,0.0
15938,281.0,0.0,0.0,0.0,1.0,2.0
15939,1.0,496.0,2.0,0.0,1.0,0.0
15940,33.0,430.0,5.0,1.0,1.0,0.0
15941,312.0,0.0,0.0,0.0,1.0,2.0
15942,13.0,20.0,621.0,0.0,1.0,0.0
15943,3.0,16.0,740.0,0.0,1.0,0.0
15944,7.0,427.0,19.0,0.0,1.0,0.0
15945,1.0,1.0,581.0,0.0,1.0,0.0
15946,1.0,456.0,318.0,0.0,1.0,0.0
15947,30.0,76.0,392.0,0.0,1.0,0.0
15948,1.0,322.0,1.0,0.0,1.0,0.0
15949,373.0,5.0,0.0,1.0,1.0,2.0
15950,7.0,314.0,3.0,0.0,1.0,2.0
15951,20.0,3.0,812.0,0.0,1.0,0.0
15952,17.0,334.0,53.0,0.0,1.0,0.0
15953,1.0,376.0,13.0,0.0,1.0,0.0
15954,1.0,143.0,2.0,0.0,1.0,0.0
15955,385.0,90.0,0.0,1.0,2.5,0.0
15956,1.0,2.0,556.0,0.0,1.0,0.0
15957,25.0,371.0,1.0,0.0,1.0,2.0
15958,4.0,335.0,0.0,1.0,1.0,0.0
15959,4.0,204.0,1.0,3.0,1.0,0.0
15960,2.0,1.0,587.0,0.0,1.5,0.0
15961,278.0,5.0,57.0,0.0,1.0,2.0
15962,35.0,329.0,0.0,1.0,1.0,2.0
15963,21.0,539.0,4.0,0.0,1.0,2.0
15964,5.0,1.0,570.0,0.0,1.0,0.0
15965,12.0,5.0,83.0,90.0,2.5,0.0
15966,23.0,8.0,607.0,0.0,1.0,0.0
15967,229.0,51.0,82.0,0.0,1.0,2.0
15968,46.0,499.0,97.0,0.0,1.0,0.0
15969,244.0,0.0,0.0,0.0,1.0,2.0
15970,2.0,3.0,514.0,0.0,1.0,0.0
15971,2.0,458.0,2.0,0.0,1.0,0.0
15972,357.0,37.0,3.0,0.0,1.0,2.0
15973,13.0,445.0,1.0,0.0,1.0,0.0
15974,268.0,39.0,6.0,0.0,1.0,2.0
15975,256.0,2.0,0.0,1.0,1.0,2.0
15976,7.0,363.0,0.0,1.0,1.0,0.0
15977,310.0,1.0,0.0,3.0,1.0,2.0
15978,359.0,102.0,264.0,5.0,1.0,2.0
15979,5.0,502.0,4.0,0.0,1.0,0.0
15980,216.0,297.0,1.0,0.0,1.0,0.0
15981,7.0,4.0,0.0,84.0,1.0,0.0
15982,22.0,455.0,2.0,0.0,1.0,2.0
15983,8.0,363.0,2.0,0.0,1.0,0.0
15984,292.0,133.0,1.0,1.0,1.0,2.0
15985,40.0,3.0,588.0,0.0,1.0,2.0
15986,362.0,26.0,27.0,0.0,1.0,0.0
15987,3.0,20.0,691.0,0.0,1.0,0.0
15988,0.0,4.0,619.0,0.0,1.0,0.0
15989,334.0,0.0,0.0,0.0,1.0,2.0
15990,6.0,406.0,132.0,0.0,1.0,0.0
15991,14.0,428.0,8.0,0.0,1.0,0.0
15992,295.0,50.0,114.0,0.0,1.0,2.0
15993,7.0,357.0,23.0,0.0,1.0,0.0
15994,277.0,0.0,1.0,10.0,1.0,2.0
15995,30.0,3.0,518.0,0.0,1.0,0.0
15996,28.0,366.0,9.0,0.0,1.0,0.0
15997,89.0,343.0,2.0,0.0,1.0,0.0
15998,269.0,2.0,1.0,0.0,1.0,2.0
15999,335.0,9.0,0.0,0.0,1.0,2.0
16000,155.0,554.0,34.0,0.0,1.0,0.0
16001,3.0,27.0,529.0,0.0,1.0,0.0
16002,29.0,4.0,573.0,0.0,1.0,0.0
16003,290.0,4.0,12.0,0.0,1.0,0.0
16004,3.0,383.0,11.0,0.0,1.0,0.0
16005,6.0,23.0,68.0,0.0,2.5,0.0
16006,290.0,10.0,4.0,0.0,1.0,2.0
16007,3.0,417.0,1.0,1.0,1.0,0.0
16008,1.0,14.0,710.0,0.0,1.0,0.0
16009,13.0,10.0,868.0,0.0,1.0,0.0
16010,238.0,4.0,10.0,0.0,1.0,2.0
16011,270.0,44.0,3.0,0.0,1.0,2.0
16012,2.0,313.0,2.0,0.0,1.0,0.0
16013,1.0,20.0,494.0,0.0,1.0,0.0
16014,398.0,15.0,0.0,1.0,1.0,2.0
16015,388.0,3.0,0.0,0.0,1.0,2.0
16016,381.0,49.0,267.0,5.0,1.0,0.0
16017,35.0,423.0,3.0,0.0,1.0,0.0
16018,3.0,358.0,1.0,0.0,1.0,0.0
16019,26.0,12.0,844.0,0.0,1.0,0.0
16020,5.0,3.0,0.0,92.0,3.0,0.0
16021,8.0,290.0,1.0,0.0,1.0,0.0
16022,7.0,448.0,1.0,0.0,1.0,0.0
16023,12.0,287.0,1.0,0.0,1.0,0.0
16024,323.0,4.0,33.0,0.0,1.0,2.0
16025,113.0,0.0,1.0,0.0,1.0,2.0
16026,326.0,1.0,28.0,0.0,1.0,2.0
16027,11.0,412.0,0.0,1.0,1.0,0.0
16028,2.0,319.0,5.0,0.0,1.0,0.0
16029,8.0,1.0,615.0,0.0,1.0,2.0
16030,6.0,1.0,635.0,0.0,1.0,0.0
16031,2.0,4.0,537.0,0.0,1.0,0.0
16032,8.0,388.0,3.0,0.0,1.0,0.0
16033,1.0,360.0,9.0,0.0,1.0,0.0
16034,112.0,320.0,1.0,0.0,1.0,2.0
16035,27.0,342.0,1.0,0.0,1.0,0.0
16036,28.0,454.0,21.0,1.0,1.0,0.0
16037,408.0,24.0,1.0,0.0,1.0,2.0
16038,5.0,10.0,710.0,0.0,1.0,0.0
16039,51.0,0.0,603.0,0.0,1.0,0.0
16040,93.0,402.0,16.0,0.0,1.0,0.0
16041,54.0,345.0,3.0,0.0,1.0,2.0
16042,6.0,2.0,520.0,0.0,1.0,0.0
16043,272.0,5.0,3.0,0.0,1.0,2.0
16044,257.0,0.0,0.0,0.0,1.0,2.0
16045,274.0,2.0,2.0,0.0,1.0,2.0
16046,35.0,358.0,4.0,0.0,1.0,2.0
16047,2.0,292.0,5.0,0.0,1.0,0.0
16048,17.0,5.0,522.0,0.0,1.0,0.0
16049,2.0,197.0,1.0,0.0,1.0,0.0
16050,2.0,3.0,552.0,0.0,1.0,0.0
16051,237.0,28.0,3.0,7.0,2.0,2.0
16052,332.0,43.0,0.0,2.0,1.0,2.0
16053,5.0,348.0,4.0,0.0,1.0,0.0
16054,28.0,368.0,3.0,0.0,1.0,0.0
16055,8.0,406.0,0.0,0.0,1.0,0.0
16056,7.0,374.0,2.0,0.0,1.0,0.0
16057,288.0,17.0,5.0,0.0,1.0,0.0
16058,20.0,383.0,1.0,0.0,1.0,2.0
16059,21.0,296.0,1.0,0.0,1.0,0.0
16060,25.0,454.0,6.0,0.0,1.0,0.0
16061,234.0,0.0,1.0,0.0,1.0,2.0
16062,268.0,5.0,6.0,26.0,1.0,0.0
16063,3.0,0.0,520.0,0.0,1.0,0.0
16064,34.0,1.0,13.0,70.0,1.0,2.0
16065,16.0,299.0,1.0,0.0,1.0,0.0
16066,428.0,0.0,5.0,1.0,1.0,2.0
16067,18.0,327.0,43.0,0.0,1.0,2.0
16068,456.0,3.0,2.0,0.0,1.0,2.0
16069,2.0,4.0,883.0,0.0,1.0,0.0
16070,9.0,3.0,833.0,0.0,1.0,0.0
16071,82.0,0.0,2.0,79.0,1.0,0.0
16072,19.0,17.0,663.0,0.0,1.0,0.0
16073,1.0,25.0,622.0,0.0,1.0,0.0
16074,4.0,408.0,0.0,1.0,1.0,0.0
16075,1.0,378.0,1.0,0.0,1.0,0.0
16076,334.0,199.0,0.0,0.0,1.0,2.0
16077,15.0,29.0,549.0,0.0,1.0,0.0
16078,356.0,1.0,1.0,0.0,1.0,0.0
16079,6.0,274.0,3.0,0.0,1.0,0.0
16080,21.0,49.0,802.0,0.0,1.0,0.0
16081,372.0,1.0,0.0,0.0,1.0,2.0
16082,26.0,6.0,3.0,123.0,1.0,0.0
16083,3.0,347.0,1.0,0.0,1.0,0.0
16084,5.0,241.0,3.0,0.0,1.0,0.0
16085,3.0,1.0,789.0,0.0,1.0,0.0
16086,7.0,81.0,518.0,0.0,1.0,0.0
16087,1.0,3.0,527.0,0.0,1.0,0.0
16088,565.0,2.0,43.0,0.0,1.0,2.0
16089,1.0,5.0,619.0,0.0,1.0,2.0
16090,52.0,1.0,1.0,1.0,1.0,0.0
16091,32.0,409.0,19.0,0.0,1.0,2.0
16092,46.0,412.0,1.0,0.0,1.0,0.0
16093,4.0,122.0,0.0,219.0,1.0,0.0
16094,18.0,505.0,21.0,0.0,1.0,0.0
16095,3.0,365.0,3.0,0.0,1.0,0.0
16096,313.0,9.0,0.0,0.0,1.0,2.0
16097,4.0,399.0,123.0,0.0,1.0,0.0
16098,276.0,5.0,1.0,1.0,1.0,2.0
16099,4.0,351.0,18.0,0.0,1.0,0.0
16100,7.0,548.0,7.0,0.0,1.0,0.0
16101,6.0,20.0,0.0,122.0,1.5,0.0
16102,356.0,0.0,14.0,0.0,1.0,2.0
16103,24.0,10.0,0.0,125.0,3.5,0.0
16104,19.0,453.0,3.0,0.0,1.0,0.0
16105,0.0,363.0,1.0,0.0,1.0,0.0
16106,59.0,442.0,1.0,0.0,1.0,2.0
16107,13.0,4.0,520.0,0.0,1.0,0.0
16108,317.0,8.0,1.0,0.0,1.0,2.0
16109,443.0,0.0,6.0,4.0,1.0,2.0
16110,176.0,361.0,1.0,0.0,1.0,0.0
16111,41.0,438.0,0.0,2.0,1.0,0.0
16112,259.0,5.0,90.0,0.0,1.0,2.0
16113,57.0,404.0,185.0,0.0,1.0,0.0
16114,385.0,108.0,0.0,5.0,1.0,2.0
16115,369.0,116.0,15.0,3.0,1.0,2.0
16116,12.0,461.0,1.0,0.0,1.0,2.0
16117,5.0,2.0,509.0,0.0,1.0,2.0
16118,11.0,2.0,540.0,0.0,1.0,0.0
16119,17.0,327.0,1.0,0.0,1.0,0.0
16120,172.0,51.0,27.0,1.0,1.0,2.0
16121,14.0,359.0,2.0,0.0,1.0,2.0
16122,333.0,93.0,191.0,0.0,1.0,0.0
16123,8.0,7.0,594.0,0.0,1.0,0.0
16124,4.0,29.0,622.0,0.0,1.0,0.0
16125,25.0,447.0,2.0,0.0,1.0,0.0
16126,3.0,399.0,3.0,0.0,1.0,0.0
16127,17.0,1.0,0.0,209.0,2.5,0.0
16128,2.0,443.0,0.0,0.0,1.0,0.0
16129,45.0,10.0,0.0,337.0,1.0,2.0
16130,59.0,5.0,758.0,0.0,1.0,0.0
16131,254.0,2.0,0.0,0.0,1.0,2.0
16132,2.0,6.0,516.0,0.0,1.0,0.0
16133,12.0,438.0,3.0,0.0,1.0,0.0
16134,1.0,30.0,494.0,0.0,1.0,0.0
16135,2.0,368.0,0.0,1.0,1.0,0.0
16136,52.0,413.0,0.0,0.0,1.0,0.0
16137,1.0,5.0,528.0,0.0,1.0,0.0
16138,345.0,1.0,1.0,0.0,2.5,2.0
16139,47.0,5.0,1.0,0.0,1.0,2.0
16140,4.0,42.0,2.0,189.0,1.0,0.0
16141,10.0,353.0,3.0,0.0,1.0,0.0
16142,3.0,505.0,4.0,0.0,1.0,0.0
16143,6.0,4.0,575.0,0.0,1.0,0.0
16144,48.0,15.0,650.0,0.0,1.0,0.0
16145,9.0,398.0,10.0,0.0,1.0,0.0
16146,332.0,1.0,1.0,0.0,1.0,2.0
16147,34.0,9.0,572.0,2.0,1.0,0.0
16148,1.0,468.0,2.0,0.0,1.0,0.0
16149,242.0,2.0,4.0,0.0,1.0,2.0
16150,1.0,395.0,63.0,0.0,1.0,0.0
16151,319.0,2.0,0.0,0.0,1.0,2.0
16152,8.0,459.0,29.0,0.0,1.0,0.0
16153,1.0,386.0,61.0,0.0,1.0,0.0
16154,264.0,485.0,0.0,0.0,1.0,0.0
16155,11.0,5.0,2.0,109.0,1.5,2.0
16156,1.0,464.0,1.0,0.0,1.5,0.0
16157,37.0,357.0,15.0,0.0,1.0,0.0
16158,11.0,14.0,493.0,3.0,1.0,0.0
16159,12.0,491.0,229.0,0.0,1.0,0.0
16160,0.0,6.0,597.0,0.0,1.0,0.0
16161,2.0,476.0,0.0,0.0,1.0,0.0
16162,294.0,6.0,1.0,2.0,1.0,0.0
16163,14.0,332.0,50.0,0.0,1.0,0.0
16164,296.0,0.0,1.0,1.0,1.5,2.0
16165,2.0,22.0,625.0,0.0,1.0,0.0
16166,309.0,10.0,3.0,0.0,1.0,0.0
16167,5.0,472.0,0.0,1.0,1.0,2.0
16168,10.0,414.0,1.0,0.0,1.5,0.0
16169,3.0,391.0,0.0,0.0,1.0,0.0
16170,9.0,309.0,11.0,0.0,1.0,0.0
16171,4.0,61.0,604.0,0.0,1.0,0.0
16172,1.0,31.0,711.0,0.0,1.0,0.0
16173,293.0,9.0,56.0,0.0,1.0,2.0
16174,4.0,319.0,0.0,0.0,2.0,0.0
16175,2.0,998.0,188.0,0.0,1.0,0.0
16176,569.0,64.0,2.0,0.0,1.0,2.0
16177,12.0,18.0,1.0,151.0,1.0,0.0
16178,80.0,278.0,1.0,0.0,1.0,0.0
16179,311.0,2.0,6.0,0.0,1.0,0.0
16180,1.0,21.0,635.0,0.0,1.0,0.0
16181,0.0,468.0,1.0,0.0,1.0,0.0
16182,1.0,3.0,517.0,0.0,1.0,0.0
16183,5.0,392.0,6.0,0.0,1.0,0.0
16184,12.0,509.0,1.0,0.0,1.0,2.0
16185,15.0,3.0,759.0,0.0,1.0,0.0
16186,223.0,40.0,8.0,0.0,1.0,2.0
16187,1.0,1.0,749.0,1.0,1.0,0.0
16188,2.0,1.0,613.0,0.0,1.0,0.0
16189,444.0,0.0,0.0,0.0,1.0,2.0
16190,58.0,65.0,544.0,0.0,1.0,2.0
16191,11.0,287.0,4.0,0.0,1.0,0.0
16192,7.0,0.0,0.0,74.0,1.0,0.0
16193,12.0,5.0,520.0,0.0,1.0,0.0
16194,2.0,98.0,0.0,0.0,1.0,2.0
16195,20.0,1.0,106.0,103.0,1.0,0.0
16196,248.0,11.0,1.0,2.0,1.0,2.0
16197,8.0,51.0,548.0,0.0,1.0,2.0
16198,4.0,369.0,0.0,2.0,1.0,0.0
16199,7.0,42.0,527.0,0.0,1.0,2.0
16200,13.0,281.0,20.0,0.0,1.0,0.0
16201,71.0,452.0,22.0,1.0,1.0,0.0
16202,336.0,6.0,2.0,0.0,1.0,2.0
16203,1.0,182.0,2.0,0.0,1.0,0.0
16204,2.0,365.0,1.0,1.0,1.0,0.0
16205,302.0,48.0,1.0,24.0,1.0,2.0
16206,2.0,3.0,508.0,0.0,2.0,0.0
16207,399.0,22.0,103.0,2.0,1.0,2.0
16208,6.0,456.0,0.0,1.0,1.0,0.0
16209,499.0,86.0,0.0,0.0,1.0,0.0
16210,27.0,285.0,94.0,0.0,1.0,0.0
16211,1.0,4.0,794.0,0.0,1.0,0.0
16212,17.0,375.0,11.0,0.0,1.0,0.0
16213,3.0,321.0,7.0,0.0,1.0,0.0
16214,1.0,440.0,3.0,0.0,1.0,0.0
16215,33.0,37.0,528.0,0.0,1.0,2.0
16216,3.0,508.0,7.0,0.0,1.0,0.0
16217,20.0,1.0,1.0,77.0,1.0,2.0
16218,15.0,449.0,198.0,0.0,1.0,0.0
16219,225.0,7.0,0.0,0.0,1.0,2.0
16220,3.0,403.0,2.0,0.0,1.0,0.0
16221,14.0,377.0,3.0,0.0,1.0,0.0
16222,25.0,395.0,0.0,1.0,1.0,0.0
16223,19.0,304.0,2.0,0.0,1.0,0.0
16224,3.0,304.0,74.0,0.0,1.0,0.0
16225,3.0,410.0,12.0,0.0,1.0,0.0
16226,302.0,79.0,4.0,1.0,1.0,2.0
16227,8.0,305.0,6.0,0.0,1.0,0.0
16228,4.0,367.0,27.0,0.0,1.0,0.0
16229,2.0,524.0,1.0,0.0,1.0,0.0
16230,178.0,1.0,79.0,0.0,1.0,2.0
16231,317.0,14.0,1.0,0.0,1.0,2.0
16232,7.0,23.0,592.0,0.0,1.0,0.0
16233,3.0,445.0,2.0,0.0,1.0,0.0
16234,10.0,415.0,5.0,0.0,1.0,0.0
16235,330.0,8.0,74.0,0.0,1.0,2.0
16236,211.0,34.0,2.0,0.0,1.0,2.0
16237,19.0,420.0,1.0,0.0,1.0,0.0
16238,273.0,1.0,1.0,0.0,1.0,2.0
16239,22.0,402.0,1.0,0.0,1.0,0.0
16240,18.0,0.0,643.0,0.0,1.0,0.0
16241,338.0,191.0,21.0,1.0,1.0,2.0
16242,180.0,328.0,6.0,4.0,1.0,0.0
16243,3.0,271.0,3.0,0.0,1.0,0.0
16244,3.0,377.0,94.0,0.0,1.0,0.0
16245,18.0,489.0,5.0,0.0,1.0,0.0
16246,9.0,343.0,2.0,0.0,1.0,0.0
16247,8.0,399.0,347.0,0.0,1.0,0.0
16248,28.0,288.0,21.0,0.0,1.0,0.0
16249,302.0,33.0,218.0,0.0,1.0,2.0
16250,8.0,379.0,2.0,0.0,1.0,0.0
16251,6.0,37.0,577.0,0.0,1.0,0.0
16252,329.0,16.0,2.0,1.0,1.0,0.0
16253,423.0,10.0,1.0,0.0,1.0,0.0
16254,42.0,385.0,26.0,1.0,1.0,0.0
16255,15.0,303.0,1.0,0.0,1.0,0.0
16256,356.0,47.0,3.0,0.0,1.0,2.0
16257,247.0,45.0,0.0,1.0,1.0,2.0
16258,1.0,406.0,1.0,0.0,1.0,0.0
16259,185.0,38.0,33.0,0.0,1.0,2.0
16260,5.0,347.0,16.0,0.0,1.0,0.0
16261,347.0,164.0,47.0,2.0,1.0,0.0
16262,2.0,518.0,4.0,0.0,1.0,0.0
16263,1.0,435.0,1.0,0.0,1.0,0.0
16264,39.0,1.0,1.0,80.0,1.0,2.0
16265,334.0,13.0,1.0,0.0,1.0,2.0
16266,1.0,3.0,489.0,0.0,1.0,0.0
16267,12.0,29.0,579.0,0.0,1.0,0.0
16268,1.0,7.0,645.0,0.0,1.0,0.0
16269,352.0,152.0,6.0,0.0,1.0,2.0
16270,25.0,585.0,2.0,0.0,1.0,0.0
16271,302.0,1.0,0.0,0.0,1.0,2.0
16272,46.0,461.0,12.0,0.0,1.0,0.0
16273,16.0,489.0,7.0,0.0,1.0,0.0
16274,7.0,543.0,7.0,0.0,1.0,0.0
16275,224.0,2.0,58.0,0.0,1.0,2.0
16276,43.0,333.0,11.0,0.0,1.0,0.0
16277,297.0,2.0,4.0,0.0,1.0,2.0
16278,4.0,376.0,1.0,0.0,1.0,0.0
16279,55.0,269.0,65.0,0.0,1.0,0.0
16280,4.0,5.0,563.0,0.0,1.0,0.0
16281,240.0,67.0,3.0,0.0,1.0,2.0
16282,21.0,530.0,42.0,0.0,1.0,0.0
16283,317.0,14.0,1.0,0.0,1.0,0.0
16284,48.0,388.0,1.0,0.0,1.0,0.0
16285,37.0,29.0,598.0,0.0,1.0,0.0
16286,18.0,26.0,513.0,0.0,1.0,0.0
16287,36.0,373.0,1.0,0.0,1.0,2.0
16288,349.0,11.0,1.0,3.0,1.0,2.0
16289,249.0,12.0,127.0,0.0,1.0,2.0
16290,2.0,1.0,467.0,0.0,1.0,0.0
16291,18.0,391.0,1.0,0.0,1.0,0.0
16292,267.0,5.0,3.0,0.0,1.0,2.0
16293,2.0,388.0,28.0,0.0,1.0,0.0
16294,3.0,424.0,2.0,0.0,1.0,0.0
16295,1.0,52.0,660.0,0.0,1.0,0.0
16296,134.0,367.0,1.0,2.0,1.0,2.0
16297,425.0,311.0,1.0,0.0,1.0,2.0
16298,15.0,15.0,541.0,1.0,1.0,0.0
16299,23.0,341.0,9.0,0.0,1.0,0.0
16300,368.0,159.0,0.0,1.0,1.0,2.0
16301,9.0,6.0,697.0,0.0,1.0,0.0
16302,56.0,435.0,0.0,0.0,1.0,2.0
16303,194.0,422.0,1.0,0.0,1.0,0.0
16304,392.0,34.0,3.0,0.0,1.0,2.0
16305,12.0,12.0,12.0,349.0,1.0,0.0
16306,502.0,13.0,0.0,0.0,1.0,2.0
16307,10.0,296.0,60.0,0.0,1.0,0.0
16308,147.0,4.0,1.0,81.0,1.0,2.0
16309,256.0,32.0,1.0,1.0,2.5,2.0
